quantile,value,horizon,scenario_id,n_bootstrapping
0.6,3615.1561939073163,11,D-2024-08-01,0
0.65,4174.284158180332,11,D-2024-08-01,0
0.7,4530.914231647959,11,D-2024-08-01,0
0.75,5876.1,11,D-2024-08-01,0
0.8,6380.443780277856,11,D-2024-08-01,0
0.85,6572.724832587075,11,D-2024-08-01,0
0.9,7150.995675845551,11,D-2024-08-01,0
0.95,19422.83999999997,11,D-2024-08-01,0
0.975,29091.310000000005,11,D-2024-08-01,0
0.99,41488.22399999995,11,D-2024-08-01,0
0.01,21.739677471878263,12,D-2024-08-01,0
0.025,37.664865397709484,12,D-2024-08-01,0
0.05,98.11051340306399,12,D-2024-08-01,0
0.1,248.95919885855812,12,D-2024-08-01,0
0.15,353.25167043594325,12,D-2024-08-01,0
0.2,468.41954638349966,12,D-2024-08-01,0
0.25,675.0722968332514,12,D-2024-08-01,0
0.3,794.5111543789167,12,D-2024-08-01,0
0.35,883.9495600268024,12,D-2024-08-01,0
0.4,1023.7297376550033,12,D-2024-08-01,0
0.45,1133.6578229581705,12,D-2024-08-01,0
0.5,1275.4242178123404,12,D-2024-08-01,0
0.55,1711.5130688401928,12,D-2024-08-01,0
0.6,4467.256378902003,12,D-2024-08-01,0
0.65,5063.063898090096,12,D-2024-08-01,0
0.7,5527.952518023004,12,D-2024-08-01,0
0.75,7517.8,12,D-2024-08-01,0
0.8,9181.115268785026,12,D-2024-08-01,0
0.85,9423.74623912643,12,D-2024-08-01,0
0.9,10436.235043040791,12,D-2024-08-01,0
0.95,20440.079999999984,12,D-2024-08-01,0
0.975,33502.030000000006,12,D-2024-08-01,0
0.99,48153.20799999996,12,D-2024-08-01,0
0.01,50.77307728791386,13,D-2024-08-01,0
0.025,92.8371627193672,13,D-2024-08-01,0
0.05,168.11233253944772,13,D-2024-08-01,0
0.1,371.9228299999058,13,D-2024-08-01,0
0.15,569.3810927618742,13,D-2024-08-01,0
0.2,758.5395727007109,13,D-2024-08-01,0
0.25,1012.2314611285002,13,D-2024-08-01,0
0.3,1164.6850517325804,13,D-2024-08-01,0
0.35,1312.2160459501936,13,D-2024-08-01,0
0.4,1466.0541133450108,13,D-2024-08-01,0
0.45,1617.5279166371147,13,D-2024-08-01,0
0.5,1867.2830807355547,13,D-2024-08-01,0
0.55,2848.7518237902686,13,D-2024-08-01,0
0.6,5486.940787401575,13,D-2024-08-01,0
0.65,6032.926489120873,13,D-2024-08-01,0
0.7,6651.493735254488,13,D-2024-08-01,0
0.75,11022.6,13,D-2024-08-01,0
0.8,12574.186199564623,13,D-2024-08-01,0
0.85,12998.144215033704,13,D-2024-08-01,0
0.9,14281.989307134545,13,D-2024-08-01,0
0.95,19770.779999999984,13,D-2024-08-01,0
0.975,35989.060000000005,13,D-2024-08-01,0
0.99,46876.01599999998,13,D-2024-08-01,0
0.01,184.37410176598326,14,D-2024-08-01,0
0.025,242.1754224296448,14,D-2024-08-01,0
0.05,383.1629435212236,14,D-2024-08-01,0
