quantile,value,horizon,scenario_id,n_bootstrapping
0.975,18984.982344570624,29,B-2024-08-01,0
0.99,23030.069064496038,29,B-2024-08-01,0
0.01,1097.0,30,B-2024-08-01,0
0.025,1414.693826393932,30,B-2024-08-01,0
0.05,1874.6369746716698,30,B-2024-08-01,0
0.1,2393.7845852355335,30,B-2024-08-01,0
0.15,2462.2161868219664,30,B-2024-08-01,0
0.2,2530.664230868746,30,B-2024-08-01,0
0.25,3098.90827083854,30,B-2024-08-01,0
0.3,4371.271503279719,30,B-2024-08-01,0
0.35,5404.517595856131,30,B-2024-08-01,0
0.4,5749.535266558182,30,B-2024-08-01,0
0.45,5876.13791048869,30,B-2024-08-01,0
0.5,5947.931955251555,30,B-2024-08-01,0
0.55,6038.738307619975,30,B-2024-08-01,0
0.6,6351.463531875008,30,B-2024-08-01,0
0.65,7037.922393392383,30,B-2024-08-01,0
0.7,8288.573562031192,30,B-2024-08-01,0
0.75,9373.918477892632,30,B-2024-08-01,0
0.8,10886.197263921447,30,B-2024-08-01,0
0.85,12229.739674914399,30,B-2024-08-01,0
0.9,13806.665258039719,30,B-2024-08-01,0
0.95,15311.866710020386,30,B-2024-08-01,0
0.975,16405.978024940407,30,B-2024-08-01,0
0.99,18081.8977510851,30,B-2024-08-01,0
0.01,966.788,31,B-2024-08-01,0
0.025,1326.4208481691733,31,B-2024-08-01,0
0.05,1657.4026756207475,31,B-2024-08-01,0
0.1,1833.383921403668,31,B-2024-08-01,0
0.15,1906.615777633106,31,B-2024-08-01,0
0.2,1959.7430012940554,31,B-2024-08-01,0
0.25,2390.2146882770135,31,B-2024-08-01,0
0.3,3087.3385790562847,31,B-2024-08-01,0
0.35,3733.34516686158,31,B-2024-08-01,0
0.4,4008.941522109911,31,B-2024-08-01,0
0.45,4457.711919012935,31,B-2024-08-01,0
0.5,5145.505433915422,31,B-2024-08-01,0
0.55,5577.512539159268,31,B-2024-08-01,0
0.6,5681.719118479497,31,B-2024-08-01,0
0.65,5751.40827330691,31,B-2024-08-01,0
0.7,6469.329008506186,31,B-2024-08-01,0
0.75,7486.073082907694,31,B-2024-08-01,0
0.8,8793.602596222556,31,B-2024-08-01,0
0.85,10245.476158710313,31,B-2024-08-01,0
0.9,12089.490956983633,31,B-2024-08-01,0
0.95,14139.755079720455,31,B-2024-08-01,0
0.975,15294.808925443687,31,B-2024-08-01,0
0.99,16693.22458755529,31,B-2024-08-01,0
0.01,704.0578992944959,32,B-2024-08-01,0
0.025,968.6444189287133,32,B-2024-08-01,0
0.05,1211.7605027318511,32,B-2024-08-01,0
0.1,1404.919966264488,32,B-2024-08-01,0
0.15,1462.5641770246584,32,B-2024-08-01,0
0.2,1505.0357986571346,32,B-2024-08-01,0
0.25,1668.8914017664329,32,B-2024-08-01,0
0.3,2149.495203250805,32,B-2024-08-01,0
0.35,2447.5643672848855,32,B-2024-08-01,0
0.4,2646.671059235302,32,B-2024-08-01,0
0.45,3220.7492876715837,32,B-2024-08-01,0
0.5,3739.606353107843,32,B-2024-08-01,0
0.55,4602.067234007172,32,B-2024-08-01,0
0.6,4961.62743822511,32,B-2024-08-01,0
0.65,5061.511788977973,32,B-2024-08-01,0
0.7,5144.742592454758,32,B-2024-08-01,0
0.75,5692.165907604882,32,B-2024-08-01,0
0.8,6871.518253537458,32,B-2024-08-01,0
0.85,7831.216805374659,32,B-2024-08-01,0
0.9,9142.67290734384,32,B-2024-08-01,0
0.95,11734.989985250006,32,B-2024-08-01,0
0.975,13308.593895618083,32,B-2024-08-01,0
0.99,14248.66455561427,32,B-2024-08-01,0
0.01,389.7068663433302,33,B-2024-08-01,0
0.025,507.78268185480647,33,B-2024-08-01,0
0.05,693.1217541076603,33,B-2024-08-01,0
0.1,1027.576207244027,33,B-2024-08-01,0
0.15,1098.0133840869696,33,B-2024-08-01,0
0.2,1136.1428046435237,33,B-2024-08-01,0
0.25,1182.4225498592432,33,B-2024-08-01,0
0.3,1396.460608621549,33,B-2024-08-01,0
0.35,1541.369041722638,33,B-2024-08-01,0
0.4,1871.9640980692277,33,B-2024-08-01,0
0.45,2304.2332685748665,33,B-2024-08-01,0
0.5,2716.7172394033146,33,B-2024-08-01,0
0.55,3012.752914828777,33,B-2024-08-01,0
0.6,3652.0996786196392,33,B-2024-08-01,0
0.65,4238.662712761838,33,B-2024-08-01,0
0.7,4579.92437038667,33,B-2024-08-01,0
0.75,4667.356778235377,33,B-2024-08-01,0
0.8,4790.279513083756,33,B-2024-08-01,0
0.85,5103.659391158875,33,B-2024-08-01,0
0.9,6007.144830391544,33,B-2024-08-01,0
0.95,8985.648100554841,33,B-2024-08-01,0
0.975,11221.450248675666,33,B-2024-08-01,0
0.99,12386.6,33,B-2024-08-01,0
0.01,214.18889488919538,34,B-2024-08-01,0
0.025,263.81139316830007,34,B-2024-08-01,0
0.05,382.684630133275,34,B-2024-08-01,0
0.1,680.2622277450316,34,B-2024-08-01,0
0.15,811.1980033210892,34,B-2024-08-01,0
0.2,858.261600908631,34,B-2024-08-01,0
0.25,874.8544419945109,34,B-2024-08-01,0
0.3,911.5316392056561,34,B-2024-08-01,0
0.35,1055.915458750307,34,B-2024-08-01,0
0.4,1294.3556711223919,34,B-2024-08-01,0
0.45,1556.7182417707036,34,B-2024-08-01,0
0.5,1785.2776742901212,34,B-2024-08-01,0
0.55,2036.2132878471361,34,B-2024-08-01,0
0.6,2321.0349087001227,34,B-2024-08-01,0
0.65,2762.5055701732344,34,B-2024-08-01,0
0.7,3253.841797296993,34,B-2024-08-01,0
0.75,4166.7267065040805,34,B-2024-08-01,0
0.8,4393.141375976069,34,B-2024-08-01,0
0.85,4499.779618910383,34,B-2024-08-01,0
0.9,4641.9554750037605,34,B-2024-08-01,0
0.95,6800.4353068639575,34,B-2024-08-01,0
0.975,9120.865208337984,34,B-2024-08-01,0
0.99,10492.215999999999,34,B-2024-08-01,0
0.01,112.72508273385111,35,B-2024-08-01,0
0.025,143.99009823329405,35,B-2024-08-01,0
0.05,200.35597157758102,35,B-2024-08-01,0
0.1,373.68942321588975,35,B-2024-08-01,0
0.15,538.9196301709941,35,B-2024-08-01,0
0.2,629.8272138282625,35,B-2024-08-01,0
0.25,683.2201373993342,35,B-2024-08-01,0
0.3,706.1494668072908,35,B-2024-08-01,0
0.35,745.6439305186618,35,B-2024-08-01,0
0.4,997.6510489328189,35,B-2024-08-01,0
0.45,1133.2024153105542,35,B-2024-08-01,0
0.5,1324.1251682555487,35,B-2024-08-01,0
0.55,1477.1096266008449,35,B-2024-08-01,0
0.6,1663.6134801089624,35,B-2024-08-01,0
0.65,1934.0764904065682,35,B-2024-08-01,0
0.7,2289.2706966174633,35,B-2024-08-01,0
0.75,3141.5856270856316,35,B-2024-08-01,0
0.8,4132.532836502482,35,B-2024-08-01,0
0.85,4291.728500289544,35,B-2024-08-01,0
0.9,4450.697677367773,35,B-2024-08-01,0
0.95,5275.514369831082,35,B-2024-08-01,0
0.975,7348.340951567911,35,B-2024-08-01,0
0.99,8630.743999999997,35,B-2024-08-01,0
0.01,61.924870528031335,36,B-2024-08-01,0
0.025,79.87825955805172,36,B-2024-08-01,0
0.05,119.9817030668927,36,B-2024-08-01,0
0.1,231.46372355985142,36,B-2024-08-01,0
0.15,375.07959299737576,36,B-2024-08-01,0
0.2,436.15270479782134,36,B-2024-08-01,0
0.25,520.4468324634223,36,B-2024-08-01,0
0.3,544.4218861948148,36,B-2024-08-01,0
0.35,574.4399850096291,36,B-2024-08-01,0
0.4,681.0167170356809,36,B-2024-08-01,0
0.45,860.494497838171,36,B-2024-08-01,0
0.5,978.3679805287701,36,B-2024-08-01,0
0.55,1121.241424556213,36,B-2024-08-01,0
0.6,1206.7505329402275,36,B-2024-08-01,0
0.65,1397.130210711059,36,B-2024-08-01,0
0.7,1661.8959959304398,36,B-2024-08-01,0
0.75,2307.8174925405806,36,B-2024-08-01,0
0.8,3599.2206190900847,36,B-2024-08-01,0
0.85,4115.004142680562,36,B-2024-08-01,0
0.9,4261.110641942342,36,B-2024-08-01,0
0.95,4500.869874516474,36,B-2024-08-01,0
0.975,5772.345034738275,36,B-2024-08-01,0
0.99,6888.6879999999965,36,B-2024-08-01,0
0.01,31.26944656689229,37,B-2024-08-01,0
0.025,44.28800859314719,37,B-2024-08-01,0
0.05,69.22846215816354,37,B-2024-08-01,0
0.1,147.68927958218825,37,B-2024-08-01,0
0.15,295.2295461516534,37,B-2024-08-01,0
0.2,340.4848175969224,37,B-2024-08-01,0
0.25,385.09391230616995,37,B-2024-08-01,0
0.3,414.89417158537947,37,B-2024-08-01,0
0.35,440.11706192003476,37,B-2024-08-01,0
0.4,480.36425824025196,37,B-2024-08-01,0
0.45,671.0678075148181,37,B-2024-08-01,0
0.5,777.9125473408052,37,B-2024-08-01,0
0.55,874.0579029013325,37,B-2024-08-01,0
0.6,969.3031465405647,37,B-2024-08-01,0
0.65,1050.0368904616762,37,B-2024-08-01,0
0.7,1213.3625526065996,37,B-2024-08-01,0
0.75,1702.40590023692,37,B-2024-08-01,0
0.8,2864.5906114672916,37,B-2024-08-01,0
0.85,3901.208594696635,37,B-2024-08-01,0
0.9,4104.209686479921,37,B-2024-08-01,0
0.95,4283.560008042908,37,B-2024-08-01,0
0.975,4619.486994111479,37,B-2024-08-01,0
0.99,5426.047999999997,37,B-2024-08-01,0
0.01,15.981144835819855,38,B-2024-08-01,0
0.025,27.560572661921867,38,B-2024-08-01,0
0.05,43.631958779864924,38,B-2024-08-01,0
0.1,95.27256303060068,38,B-2024-08-01,0
0.15,228.46174392858475,38,B-2024-08-01,0
0.2,293.8468586263587,38,B-2024-08-01,0
0.25,312.2602918382906,38,B-2024-08-01,0
0.3,325.39408349695145,38,B-2024-08-01,0
0.35,342.4546773210669,38,B-2024-08-01,0
0.4,375.3375283821583,38,B-2024-08-01,0
0.45,502.0271607572443,38,B-2024-08-01,0
0.5,620.6662985388876,38,B-2024-08-01,0
0.55,722.0092202445322,38,B-2024-08-01,0
0.6,790.3623435107173,38,B-2024-08-01,0
0.65,860.0126102680401,38,B-2024-08-01,0
0.7,964.1516220805221,38,B-2024-08-01,0
0.75,1278.849620576221,38,B-2024-08-01,0
0.8,2072.57173513761,38,B-2024-08-01,0
0.85,3741.192952373686,38,B-2024-08-01,0
0.9,3949.134808176981,38,B-2024-08-01,0
0.95,4111.974696032193,38,B-2024-08-01,0
0.975,4243.092341239399,38,B-2024-08-01,0
0.99,4500.036058602967,38,B-2024-08-01,0
0.01,9.115921165237413,39,B-2024-08-01,0
0.025,17.266008036798937,39,B-2024-08-01,0
0.05,28.47323127748143,39,B-2024-08-01,0
0.1,63.0334130331219,39,B-2024-08-01,0
0.15,188.40558651462564,39,B-2024-08-01,0
0.2,228.94182050940822,39,B-2024-08-01,0
0.25,241.39838209231314,39,B-2024-08-01,0
0.3,253.5938576589063,39,B-2024-08-01,0
0.35,274.96678924584353,39,B-2024-08-01,0
0.4,317.7616076342224,39,B-2024-08-01,0
0.45,405.1544148753156,39,B-2024-08-01,0
0.5,524.4247537606122,39,B-2024-08-01,0
0.55,632.7036653675871,39,B-2024-08-01,0
0.6,691.1547688335656,39,B-2024-08-01,0
0.65,744.8910163140872,39,B-2024-08-01,0
0.7,823.5706331445318,39,B-2024-08-01,0
0.75,977.6535238228947,39,B-2024-08-01,0
0.8,1659.6272516895237,39,B-2024-08-01,0
0.85,3402.040000000001,39,B-2024-08-01,0
0.9,3838.2987948355753,39,B-2024-08-01,0
0.95,3970.923225080561,39,B-2024-08-01,0
0.975,4101.37084537737,39,B-2024-08-01,0
0.99,4324.3831411532165,39,B-2024-08-01,0
0.01,5.447962211089527,40,B-2024-08-01,0
0.025,10.539012740767403,40,B-2024-08-01,0
0.05,19.82806066983868,40,B-2024-08-01,0
0.1,44.59470976575651,40,B-2024-08-01,0
0.15,127.55515117902335,40,B-2024-08-01,0
0.2,157.30912589566498,40,B-2024-08-01,0
0.25,167.0794437398399,40,B-2024-08-01,0
0.3,183.96091593368163,40,B-2024-08-01,0
0.35,250.24066276050334,40,B-2024-08-01,0
0.4,281.9121226540166,40,B-2024-08-01,0
0.45,328.5031578167017,40,B-2024-08-01,0
0.5,448.01061476741353,40,B-2024-08-01,0
0.55,546.8231796844701,40,B-2024-08-01,0
0.6,625.0067310718391,40,B-2024-08-01,0
0.65,688.9509885667911,40,B-2024-08-01,0
0.7,750.1999663725527,40,B-2024-08-01,0
0.75,827.0399662356041,40,B-2024-08-01,0
0.8,1204.4686497746998,40,B-2024-08-01,0
0.85,2607.860000000001,40,B-2024-08-01,0
0.9,3726.85,40,B-2024-08-01,0
0.95,3861.7,40,B-2024-08-01,0
0.975,3976.9125000000004,40,B-2024-08-01,0
0.99,4235.785,40,B-2024-08-01,0
0.01,2.7949662702744114,41,B-2024-08-01,0
0.025,6.481275645490227,41,B-2024-08-01,0
0.05,13.671751741952885,41,B-2024-08-01,0
0.1,28.32269965920604,41,B-2024-08-01,0
0.15,64.16723099641789,41,B-2024-08-01,0
0.2,110.63919502030713,41,B-2024-08-01,0
0.25,119.37891273317221,41,B-2024-08-01,0
0.3,127.41428296697248,41,B-2024-08-01,0
0.35,146.0742654882257,41,B-2024-08-01,0
0.4,235.42417731925303,41,B-2024-08-01,0
0.45,267.7140227064231,41,B-2024-08-01,0
0.5,306.91419092138494,41,B-2024-08-01,0
0.55,397.37193564611607,41,B-2024-08-01,0
0.6,520.4917884766828,41,B-2024-08-01,0
0.65,607.1327995923393,41,B-2024-08-01,0
0.7,660.0935635017737,41,B-2024-08-01,0
0.75,721.9246339217084,41,B-2024-08-01,0
0.8,890.8508843149542,41,B-2024-08-01,0
0.85,1991.140000000001,41,B-2024-08-01,0
0.9,3618.3999999999996,41,B-2024-08-01,0
0.95,3795.875,41,B-2024-08-01,0
0.975,3897.575,41,B-2024-08-01,0
0.99,4177.629999999999,41,B-2024-08-01,0
0.01,0.0,42,B-2024-08-01,0
0.025,0.20250000000000007,42,B-2024-08-01,0
0.05,3.3358717502557105,42,B-2024-08-01,0
0.1,10.176711632749548,42,B-2024-08-01,0
0.15,22.77320792070667,42,B-2024-08-01,0
0.2,42.5880874886454,42,B-2024-08-01,0
0.25,77.63398121278553,42,B-2024-08-01,0
0.3,88.27730685232751,42,B-2024-08-01,0
0.35,94.72201743936257,42,B-2024-08-01,0
0.4,107.62855725633669,42,B-2024-08-01,0
0.45,199.3326801802388,42,B-2024-08-01,0
0.5,252.85619533585296,42,B-2024-08-01,0
0.55,293.4198571274161,42,B-2024-08-01,0
0.6,373.2747065345187,42,B-2024-08-01,0
0.65,532.5738675137973,42,B-2024-08-01,0
0.7,614.304863042036,42,B-2024-08-01,0
0.75,676.149881413517,42,B-2024-08-01,0
0.8,765.0943317898773,42,B-2024-08-01,0
0.85,1518.4200000000008,42,B-2024-08-01,0
0.9,3534.5,42,B-2024-08-01,0
0.95,3694.0249999999996,42,B-2024-08-01,0
0.975,3867.025,42,B-2024-08-01,0
0.99,4074.9799999999987,42,B-2024-08-01,0
0.01,12.499705529941572,1,F-2024-08-01,0
0.025,13.514638889314028,1,F-2024-08-01,0
0.05,15.144724123296674,1,F-2024-08-01,0
0.1,79.4,1,F-2024-08-01,0
0.15,89.6,1,F-2024-08-01,0
0.2,101.80000000000001,1,F-2024-08-01,0
0.25,107.6,1,F-2024-08-01,0
0.3,109.28,1,F-2024-08-01,0
0.35,118.11999999999998,1,F-2024-08-01,0
0.4,164.49,1,F-2024-08-01,0
0.45,171.365,1,F-2024-08-01,0
0.5,217.51366666666698,1,F-2024-08-01,0
0.55,303.4,1,F-2024-08-01,0
0.6,488.2255700325732,1,F-2024-08-01,0
0.65,523.569425560843,1,F-2024-08-01,0
0.7,534.7629628293686,1,F-2024-08-01,0
0.75,550.4398735432404,1,F-2024-08-01,0
0.8,575.6501113413852,1,F-2024-08-01,0
0.85,620.8429181315922,1,F-2024-08-01,0
0.9,677.0582536647546,1,F-2024-08-01,0
0.95,743.5225274725275,1,F-2024-08-01,0
0.975,864.6125,1,F-2024-08-01,0
0.99,974.1199999999999,1,F-2024-08-01,0
0.01,6.774392884038462,2,F-2024-08-01,0
0.025,7.224818908519154,2,F-2024-08-01,0
0.05,7.974002294189486,2,F-2024-08-01,0
0.1,107.7894462873182,2,F-2024-08-01,0
0.15,109.47639277537522,2,F-2024-08-01,0
0.2,115.34178674351585,2,F-2024-08-01,0
0.25,139.575,2,F-2024-08-01,0
0.3,162.72,2,F-2024-08-01,0
0.35,205.45173960370224,2,F-2024-08-01,0
0.4,239.0498393085172,2,F-2024-08-01,0
0.45,286.3167088607595,2,F-2024-08-01,0
0.5,455.84420882527536,2,F-2024-08-01,0
0.55,524.569560634806,2,F-2024-08-01,0
0.6,542.3093342023893,2,F-2024-08-01,0
0.65,559.4524509768041,2,F-2024-08-01,0
0.7,574.4024493243243,2,F-2024-08-01,0
0.75,606.9596062052507,2,F-2024-08-01,0
0.8,690.285815602837,2,F-2024-08-01,0
0.85,903.65,2,F-2024-08-01,0
0.9,1117.6,2,F-2024-08-01,0
0.95,1141.8,2,F-2024-08-01,0
0.975,1153.9,2,F-2024-08-01,0
0.99,1168.72,2,F-2024-08-01,0
0.01,4.012075656567115,3,F-2024-08-01,0
0.025,4.37414906002174,3,F-2024-08-01,0
0.05,5.173648444302802,3,F-2024-08-01,0
0.1,106.77012952373921,3,F-2024-08-01,0
0.15,110.21503968436635,3,F-2024-08-01,0
0.2,114.43698940045856,3,F-2024-08-01,0
0.25,122.2369687848296,3,F-2024-08-01,0
0.3,140.39639777002986,3,F-2024-08-01,0
0.35,206.16724791841375,3,F-2024-08-01,0
0.4,252.38664585421463,3,F-2024-08-01,0
0.45,297.6029846681681,3,F-2024-08-01,0
0.5,447.5450171293239,3,F-2024-08-01,0
0.55,541.8630815619118,3,F-2024-08-01,0
0.6,575.075537297156,3,F-2024-08-01,0
0.65,594.7614393818337,3,F-2024-08-01,0
0.7,610.5180794692922,3,F-2024-08-01,0
0.75,634.3637794375684,3,F-2024-08-01,0
0.8,691.0165263450355,3,F-2024-08-01,0
0.85,954.675,3,F-2024-08-01,0
0.9,1393.0,3,F-2024-08-01,0
0.95,1422.0,3,F-2024-08-01,0
0.975,1437.2,3,F-2024-08-01,0
0.99,1451.96,3,F-2024-08-01,0
0.01,2.7907218852341487,4,F-2024-08-01,0
0.025,3.1593610091953046,4,F-2024-08-01,0
0.05,4.001219795322098,4,F-2024-08-01,0
0.1,72.84596067591532,4,F-2024-08-01,0
0.15,108.56947219790462,4,F-2024-08-01,0
0.2,113.03591170825335,4,F-2024-08-01,0
0.25,119.95409020947659,4,F-2024-08-01,0
0.3,135.97336299828828,4,F-2024-08-01,0
0.35,169.79260233023257,4,F-2024-08-01,0
0.4,233.6425965843697,4,F-2024-08-01,0
0.45,273.92178799535867,4,F-2024-08-01,0
0.5,357.66695019101843,4,F-2024-08-01,0
0.55,517.1629940523733,4,F-2024-08-01,0
0.6,605.0804455899172,4,F-2024-08-01,0
0.65,672.7303750787706,4,F-2024-08-01,0
0.7,725.8148953314677,4,F-2024-08-01,0
0.75,750.3771969091106,4,F-2024-08-01,0
0.8,774.5033845100646,4,F-2024-08-01,0
0.85,1440.3575995984306,4,F-2024-08-01,0
0.9,1480.6573741074817,4,F-2024-08-01,0
0.95,1516.2232249334531,4,F-2024-08-01,0
0.975,1547.2775778367532,4,F-2024-08-01,0
0.99,1639.4768140382387,4,F-2024-08-01,0
0.01,0.8399999999999999,5,F-2024-08-01,0
0.025,2.08235205298996,5,F-2024-08-01,0
0.05,3.1553384101766215,5,F-2024-08-01,0
0.1,19.900000000000016,5,F-2024-08-01,0
0.15,68.74074525206322,5,F-2024-08-01,0
0.2,96.4537830873741,5,F-2024-08-01,0
0.25,116.72933908145923,5,F-2024-08-01,0
0.3,125.44406505096137,5,F-2024-08-01,0
0.35,143.664437885927,5,F-2024-08-01,0
0.4,202.83049928712958,5,F-2024-08-01,0
0.45,264.745186849888,5,F-2024-08-01,0
0.5,307.70281709965593,5,F-2024-08-01,0
0.55,527.9619619953518,5,F-2024-08-01,0
0.6,606.9422936668626,5,F-2024-08-01,0
0.65,691.660427993185,5,F-2024-08-01,0
0.7,940.7494170495924,5,F-2024-08-01,0
0.75,982.8848361999258,5,F-2024-08-01,0
0.8,1033.0258156043838,5,F-2024-08-01,0
0.85,1416.3971781470966,5,F-2024-08-01,0
0.9,1468.4747976564058,5,F-2024-08-01,0
0.95,1504.9228421071732,5,F-2024-08-01,0
0.975,1526.3337885789883,5,F-2024-08-01,0
0.99,4997.91037193032,5,F-2024-08-01,0
0.01,0.0,6,F-2024-08-01,0
0.025,1.5492093359158827,6,F-2024-08-01,0
0.05,2.4439190173779246,6,F-2024-08-01,0
0.1,6.096990430213339,6,F-2024-08-01,0
0.15,46.850000000000065,6,F-2024-08-01,0
0.2,99.1833699231614,6,F-2024-08-01,0
0.25,121.10243492095839,6,F-2024-08-01,0
0.3,134.38758904315287,6,F-2024-08-01,0
0.35,159.53220303578453,6,F-2024-08-01,0
0.4,214.30675444255797,6,F-2024-08-01,0
0.45,282.89151387184694,6,F-2024-08-01,0
0.5,353.1545000705945,6,F-2024-08-01,0
0.55,552.8129659938172,6,F-2024-08-01,0
0.6,616.1132090162007,6,F-2024-08-01,0
0.65,700.6465733947684,6,F-2024-08-01,0
0.7,1214.9720898529197,6,F-2024-08-01,0
0.75,1289.8964374890252,6,F-2024-08-01,0
0.8,1372.8993496650864,6,F-2024-08-01,0
0.85,1446.0189275609223,6,F-2024-08-01,0
0.9,1471.7009861392414,6,F-2024-08-01,0
0.95,1515.9790471889817,6,F-2024-08-01,0
0.975,3223.260000000001,6,F-2024-08-01,0
0.99,11063.001999999928,6,F-2024-08-01,0
0.01,1.2691339004882902,7,F-2024-08-01,0
0.025,1.7619661841356788,7,F-2024-08-01,0
0.05,3.6896840378174587,7,F-2024-08-01,0
0.1,27.100000000000016,7,F-2024-08-01,0
0.15,91.27786279683377,7,F-2024-08-01,0
0.2,130.51147275725802,7,F-2024-08-01,0
0.25,153.96135607198607,7,F-2024-08-01,0
0.3,186.0023551906644,7,F-2024-08-01,0
0.35,238.86814656818547,7,F-2024-08-01,0
0.4,298.17148726147207,7,F-2024-08-01,0
0.45,342.2526613640547,7,F-2024-08-01,0
0.5,535.7346752323604,7,F-2024-08-01,0
0.55,606.9503280668424,7,F-2024-08-01,0
0.6,675.9967802146523,7,F-2024-08-01,0
0.65,817.6850000000001,7,F-2024-08-01,0
0.7,1598.1128281333629,7,F-2024-08-01,0
0.75,1643.226071584255,7,F-2024-08-01,0
0.8,1667.601215120494,7,F-2024-08-01,0
0.85,1684.1910965790748,7,F-2024-08-01,0
0.9,1719.6812112917057,7,F-2024-08-01,0
0.95,1885.1262811761108,7,F-2024-08-01,0
0.975,7307.807500000005,7,F-2024-08-01,0
0.99,15151.903999999953,7,F-2024-08-01,0
0.01,1.6218397939639768,8,F-2024-08-01,0
0.025,2.8171306807685355,8,F-2024-08-01,0
0.05,6.24606501460029,8,F-2024-08-01,0
0.1,91.07525242565276,8,F-2024-08-01,0
0.15,151.04731189381255,8,F-2024-08-01,0
0.2,189.49324963894858,8,F-2024-08-01,0
0.25,241.02428427479725,8,F-2024-08-01,0
0.3,310.4701408923108,8,F-2024-08-01,0
0.35,352.11287706483915,8,F-2024-08-01,0
0.4,413.8983400554235,8,F-2024-08-01,0
0.45,509.39914918423426,8,F-2024-08-01,0
0.5,594.5684409141454,8,F-2024-08-01,0
0.55,648.4586556186026,8,F-2024-08-01,0
0.6,779.2031655339433,8,F-2024-08-01,0
0.65,1835.1898427625258,8,F-2024-08-01,0
0.7,1881.9581699679209,8,F-2024-08-01,0
0.75,1922.092953484794,8,F-2024-08-01,0
0.8,2017.593673341184,8,F-2024-08-01,0
0.85,2171.654455377036,8,F-2024-08-01,0
0.9,2319.365971416894,8,F-2024-08-01,0
0.95,3599.164999999993,8,F-2024-08-01,0
0.975,10299.192500000005,8,F-2024-08-01,0
0.99,18617.91299999999,8,F-2024-08-01,0
0.01,1.883778129643109,9,F-2024-08-01,0
0.025,4.35905299472461,9,F-2024-08-01,0
0.05,9.425242300019729,9,F-2024-08-01,0
0.1,149.22990984620824,9,F-2024-08-01,0
0.15,195.42391624336358,9,F-2024-08-01,0
0.2,256.6220647725412,9,F-2024-08-01,0
0.25,346.4437181749584,9,F-2024-08-01,0
0.3,392.56119107665984,9,F-2024-08-01,0
0.35,463.110664170278,9,F-2024-08-01,0
0.4,552.2681019720075,9,F-2024-08-01,0
0.45,604.0472957939944,9,F-2024-08-01,0
0.5,658.7492775063391,9,F-2024-08-01,0
0.55,817.8682222906257,9,F-2024-08-01,0
0.6,1257.6025602133539,9,F-2024-08-01,0
0.65,2703.0324827327822,9,F-2024-08-01,0
0.7,2854.1254846628385,9,F-2024-08-01,0
0.75,3007.340302023828,9,F-2024-08-01,0
0.8,3083.3697112526534,9,F-2024-08-01,0
0.85,3138.545945066002,9,F-2024-08-01,0
0.9,3233.279633900254,9,F-2024-08-01,0
0.95,8184.109999999982,9,F-2024-08-01,0
0.975,14978.817500000016,9,F-2024-08-01,0
0.99,24897.098999999966,9,F-2024-08-01,0
0.01,2.7630770659316273,10,F-2024-08-01,0
0.025,7.959279659199099,10,F-2024-08-01,0
0.05,17.53545358567097,10,F-2024-08-01,0
0.1,198.9007627765065,10,F-2024-08-01,0
0.15,270.6762613345733,10,F-2024-08-01,0
0.2,360.96739817096716,10,F-2024-08-01,0
0.25,434.71948114061587,10,F-2024-08-01,0
0.3,494.15590354911785,10,F-2024-08-01,0
0.35,588.322645303856,10,F-2024-08-01,0
0.4,636.1267773166234,10,F-2024-08-01,0
0.45,699.7240692224844,10,F-2024-08-01,0
0.5,766.8329321744392,10,F-2024-08-01,0
0.55,1005.992714336411,10,F-2024-08-01,0
0.6,2291.46,10,F-2024-08-01,0
0.65,3485.883662717352,10,F-2024-08-01,0
0.7,3737.099144446736,10,F-2024-08-01,0
0.75,4241.108566867277,10,F-2024-08-01,0
0.8,4521.315510793518,10,F-2024-08-01,0
0.85,4627.232544581349,10,F-2024-08-01,0
0.9,5045.490000000001,10,F-2024-08-01,0
0.95,14370.784999999962,10,F-2024-08-01,0
0.975,23369.507500000003,10,F-2024-08-01,0
0.99,33351.81599999996,10,F-2024-08-01,0
0.01,7.194484354803491,11,F-2024-08-01,0
0.025,19.896194108035363,11,F-2024-08-01,0
0.05,59.56620532593796,11,F-2024-08-01,0
0.1,250.39748391746278,11,F-2024-08-01,0
0.15,337.4598158623356,11,F-2024-08-01,0
0.2,478.05776546836364,11,F-2024-08-01,0
0.25,555.5909752090099,11,F-2024-08-01,0
0.3,649.3916710303968,11,F-2024-08-01,0
0.35,722.1921749697603,11,F-2024-08-01,0
0.4,785.1700667759482,11,F-2024-08-01,0
0.45,866.3066351522779,11,F-2024-08-01,0
0.5,994.7218495653848,11,F-2024-08-01,0
0.55,1232.8097807398472,11,F-2024-08-01,0
0.6,3982.0937477390767,11,F-2024-08-01,0
0.65,4501.329711410932,11,F-2024-08-01,0
0.7,4847.946212649444,11,F-2024-08-01,0
0.75,6267.209210161465,11,F-2024-08-01,0
0.8,6568.531127331712,11,F-2024-08-01,0
0.85,6749.591226683907,11,F-2024-08-01,0
0.9,8973.11,11,F-2024-08-01,0
0.95,20633.779999999973,11,F-2024-08-01,0
0.975,33978.10000000001,11,F-2024-08-01,0
0.99,43055.21499999999,11,F-2024-08-01,0
0.01,24.311491392587406,12,F-2024-08-01,0
0.025,58.093319143400386,12,F-2024-08-01,0
0.05,163.5993840504667,12,F-2024-08-01,0
0.1,350.81952396528345,12,F-2024-08-01,0
0.15,466.46458154278497,12,F-2024-08-01,0
0.2,624.3295105032945,12,F-2024-08-01,0
