,0.05,0.15,0.25,0.5,0.75
2023-10-21,0.5976331360946746,0.6701030927835051,0.6042780748663101,0.8782608695652174,0.8982891961565502
2023-10-28,0.6265060240963856,0.7532467532467533,0.7857142857142857,0.8298881735005083,0.8934081346423562
2023-11-04,0.6666666666666666,0.8040089086859689,0.8329938900203666,0.7413737504030957,0.8863530507685142
2023-11-11,0.6513761467889908,0.8020022246941045,0.859504132231405,0.786896095301125,0.9387266634753471
2023-11-18,0.6023738872403561,0.758957654723127,0.8132975151108126,0.8006002000666889,0.9373355656541498
2023-11-25,0.6770186335403726,0.7647058823529411,0.8,0.8230925050641459,0.929030721600381
2023-12-02,0.7307692307692307,0.7570498915401301,0.8108651911468813,0.8543956043956044,0.9258202567760342
2023-12-09,0.6513761467889908,0.734475374732334,0.8218623481781376,0.9148936170212766,0.9373355656541498
2023-12-16,0.6770186335403726,0.7494600431965442,0.8305084745762712,0.9258202567760342,0.9494584837545126
2023-12-23,0.6314199395770392,0.758957654723127,0.8633540372670807,0.9487549621075424,0.9660194174757282
2023-12-30,0.5789473684210527,0.7179215270413574,0.8556701030927835,0.9047619047619048,0.9693654266958425
2024-01-06,0.5428571428571428,0.7289220917822838,0.8354860639021074,0.8736988202637057,0.9593613933236574
2024-01-13,0.44385026737967914,0.6981132075471698,0.8305084745762712,0.8914185639229422,0.9708029197080292
2024-01-20,0.3075060532687651,0.5458015267175572,0.6938519447929736,0.8723994452149791,0.9565217391304348
2024-01-27,0.3235294117647059,0.5340909090909091,0.6728624535315985,0.847417037290455,0.9148936170212766
2024-02-03,0.5652173913043478,0.656441717791411,0.7341040462427746,0.8815331010452961,0.9457122267595484
2024-02-10,0.5743440233236151,0.6496945010183299,0.7430600387346675,0.8736988202637057,0.9457122267595484
2024-02-17,0.5652173913043478,0.6822429906542056,0.7704918032786885,0.8607856650585803,0.9424460431654677
2024-02-24,0.7475728155339806,0.7052631578947368,0.7728168089297439,0.8821889159986058,0.9350215002388915
2024-03-02,0.7647058823529411,0.7161016949152542,0.7976031957390146,0.8894331700489853,0.9387266634753471
2024-03-09,0.7307692307692307,0.7475728155339806,0.7880794701986755,0.8620689655172413,0.9281123542013806
2024-03-16,0.7763157894736842,0.8020022246941045,0.7976031957390146,0.875,0.9541616405307599
2024-03-23,0.7252396166134185,0.8040089086859689,0.786896095301125,0.9007391763463569,0.9617340760474691
2024-03-30,0.7419354838709677,0.8202247191011236,0.8072289156626506,0.900070372976777,0.9622093023255814
2024-04-06,0.6875,0.8222722159730034,0.8531228551818806,0.8914185639229422,0.9522776572668112
2024-04-13,0.6513761467889908,0.7456896551724138,0.7833553500660502,0.924447612259444,0.9717624148003895
2024-04-20,0.7532467532467533,0.732620320855615,0.8543956043956044,0.9292604501607717,0.981893809640323
2024-04-27,0.6615384615384615,0.8040089086859689,0.8711018711018711,0.911504424778761,0.967930029154519
2024-05-04,0.6513761467889908,0.8367346938775511,0.8867924528301887,0.941747572815534,0.9674520281758562
