,quantiles,value,horizon,target_end_date
0,0.01,305.9059713541255,9,2023-11-04
1,0.025,400.70085190461907,9,2023-11-04
2,0.05,488.17922419872986,9,2023-11-04
3,0.1,660.9778814852608,9,2023-11-04
4,0.15000000000000002,797.6490405218997,9,2023-11-04
5,0.2,934.8063735243779,9,2023-11-04
6,0.25,1073.6838898370302,9,2023-11-04
7,0.3,1189.117974867142,9,2023-11-04
8,0.35000000000000003,1293.9025224455836,9,2023-11-04
9,0.4,1427.5438433653442,9,2023-11-04
10,0.45,1557.353472901467,9,2023-11-04
11,0.5,1684.4075050627553,9,2023-11-04
12,0.55,1879.33175,9,2023-11-04
13,0.6000000000000001,2073.31408498079,9,2023-11-04
14,0.6500000000000001,2296.9457305273586,9,2023-11-04
15,0.7000000000000001,2514.9628711000005,9,2023-11-04
16,0.7500000000000001,2742.1540709184173,9,2023-11-04
17,0.8,3032.2845714437913,9,2023-11-04
18,0.8500000000000001,3345.566777789386,9,2023-11-04
19,0.9000000000000001,3665.162055700002,9,2023-11-04
20,0.9500000000000001,4163.613896893304,9,2023-11-04
21,0.975,4527.540876473818,9,2023-11-04
22,0.99,4994.566235879997,9,2023-11-04
0,0.01,288.0,10,2023-11-11
1,0.025,425.8741800916634,10,2023-11-11
2,0.05,532.4517359527493,10,2023-11-11
3,0.1,724.8000000000001,10,2023-11-11
4,0.15000000000000002,921.8320011845973,10,2023-11-11
5,0.2,1104.0944829679722,10,2023-11-11
6,0.25,1239.25775,10,2023-11-11
7,0.3,1396.233006686234,10,2023-11-11
8,0.35000000000000003,1557.058297970282,10,2023-11-11
9,0.4,1720.7844162648564,10,2023-11-11
10,0.45,1881.2671,10,2023-11-11
11,0.5,2039.5600556260508,10,2023-11-11
12,0.55,2255.02447928891,10,2023-11-11
13,0.6000000000000001,2572.500184823781,10,2023-11-11
14,0.6500000000000001,2942.8495000000007,10,2023-11-11
15,0.7000000000000001,3314.2389961981003,10,2023-11-11
16,0.7500000000000001,3984.129217107844,10,2023-11-11
17,0.8,4595.761414177062,10,2023-11-11
18,0.8500000000000001,5226.378317966039,10,2023-11-11
19,0.9000000000000001,5939.1520000000055,10,2023-11-11
20,0.9500000000000001,7241.606851750008,10,2023-11-11
21,0.975,8386.708903825001,10,2023-11-11
22,0.99,10127.545714699996,10,2023-11-11
0,0.01,397.97,11,2023-11-18
1,0.025,503.3744383947931,11,2023-11-18
2,0.05,632.9220236229361,11,2023-11-18
3,0.1,881.3077000000001,11,2023-11-18
4,0.15000000000000002,1113.0068771761994,11,2023-11-18
5,0.2,1298.43586381007,11,2023-11-18
6,0.25,1465.637245057025,11,2023-11-18
7,0.3,1627.2507065510367,11,2023-11-18
8,0.35000000000000003,1797.3605208042666,11,2023-11-18
9,0.4,1985.0093786752104,11,2023-11-18
10,0.45,2192.6473706152565,11,2023-11-18
11,0.5,2463.8363885723,11,2023-11-18
12,0.55,2741.2711000000004,11,2023-11-18
13,0.6000000000000001,3099.0344976491624,11,2023-11-18
14,0.6500000000000001,3589.927077181863,11,2023-11-18
15,0.7000000000000001,4194.981574776606,11,2023-11-18
16,0.7500000000000001,5351.956797270046,11,2023-11-18
17,0.8,6952.776830264974,11,2023-11-18
18,0.8500000000000001,8364.063075431919,11,2023-11-18
19,0.9000000000000001,10126.831459500005,11,2023-11-18
20,0.9500000000000001,13348.30264505001,11,2023-11-18
21,0.975,16404.272631500004,11,2023-11-18
22,0.99,19960.394058699978,11,2023-11-18
0,0.01,454.87118249382354,12,2023-11-25
1,0.025,566.77125,12,2023-11-25
2,0.05,766.8975037200387,12,2023-11-25
3,0.1,1144.7423660781683,12,2023-11-25
4,0.15000000000000002,1409.9717500000002,12,2023-11-25
5,0.2,1661.791660151638,12,2023-11-25
6,0.25,1844.1933605497525,12,2023-11-25
7,0.3,2053.6056170593106,12,2023-11-25
8,0.35000000000000003,2252.315830918104,12,2023-11-25
9,0.4,2514.6910744766055,12,2023-11-25
10,0.45,2770.3263253286127,12,2023-11-25
11,0.5,3047.0994215393102,12,2023-11-25
12,0.55,3477.9529363226693,12,2023-11-25
13,0.6000000000000001,3891.9441876649744,12,2023-11-25
14,0.6500000000000001,4505.201435203983,12,2023-11-25
15,0.7000000000000001,5525.594787662149,12,2023-11-25
16,0.7500000000000001,7423.304361703569,12,2023-11-25
17,0.8,9839.86150396852,12,2023-11-25
18,0.8500000000000001,12189.994814478716,12,2023-11-25
19,0.9000000000000001,16082.206846100004,12,2023-11-25
20,0.9500000000000001,23604.97116900004,12,2023-11-25
21,0.975,28665.73648125002,12,2023-11-25
22,0.99,33082.44967569988,12,2023-11-25
