,quantiles,value,horizon,target_end_date
0,0.01,759.854,15,2024-11-23
1,0.025,894.7924999999999,15,2024-11-23
2,0.05,1033.44,15,2024-11-23
3,0.1,1300.69,15,2024-11-23
4,0.15000000000000002,1532.9450000000004,15,2024-11-23
5,0.2,1753.72,15,2024-11-23
6,0.25,1942.6750000000002,15,2024-11-23
7,0.3,2096.2700000000004,15,2024-11-23
8,0.35000000000000003,2252.28,15,2024-11-23
9,0.4,2391.32,15,2024-11-23
10,0.45,2542.5750000000003,15,2024-11-23
11,0.5,2711.3,15,2024-11-23
12,0.55,2881.535,15,2024-11-23
13,0.6000000000000001,3035.5400000000004,15,2024-11-23
14,0.6500000000000001,3189.4400000000005,15,2024-11-23
15,0.7000000000000001,3429.4400000000005,15,2024-11-23
16,0.7500000000000001,3727.75,15,2024-11-23
17,0.8,4181.400000000001,15,2024-11-23
18,0.8500000000000001,4925.5,15,2024-11-23
19,0.9000000000000001,5664.8600000000015,15,2024-11-23
20,0.9500000000000001,6739.715,15,2024-11-23
21,0.975,7838.062499999999,15,2024-11-23
22,0.99,9247.086999999998,15,2024-11-23
0,0.01,1052.636,16,2024-11-30
1,0.025,1235.1575000000003,16,2024-11-30
2,0.05,1473.9150000000002,16,2024-11-30
3,0.1,1866.3400000000001,16,2024-11-30
4,0.15000000000000002,2173.2200000000003,16,2024-11-30
5,0.2,2398.7400000000002,16,2024-11-30
6,0.25,2617.975,16,2024-11-30
7,0.3,2811.41,16,2024-11-30
8,0.35000000000000003,3040.7650000000003,16,2024-11-30
9,0.4,3260.9,16,2024-11-30
10,0.45,3478.8,16,2024-11-30
11,0.5,3746.0,16,2024-11-30
12,0.55,4067.4500000000003,16,2024-11-30
13,0.6000000000000001,4355.1,16,2024-11-30
14,0.6500000000000001,4739.380000000001,16,2024-11-30
15,0.7000000000000001,5218.33,16,2024-11-30
16,0.7500000000000001,5683.975,16,2024-11-30
17,0.8,6410.056765018883,16,2024-11-30
18,0.8500000000000001,7820.435,16,2024-11-30
19,0.9000000000000001,9720.070000000002,16,2024-11-30
20,0.9500000000000001,11479.090000000004,16,2024-11-30
21,0.975,14087.24749999999,16,2024-11-30
22,0.99,17166.064,16,2024-11-30
0,0.01,1464.529,17,2024-12-07
1,0.025,1736.3425000000002,17,2024-12-07
2,0.05,2062.06,17,2024-12-07
3,0.1,2535.26,17,2024-12-07
4,0.15000000000000002,2871.135,17,2024-12-07
5,0.2,3189.06,17,2024-12-07
6,0.25,3479.6000000000004,17,2024-12-07
7,0.3,3784.21,17,2024-12-07
8,0.35000000000000003,4099.025,17,2024-12-07
9,0.4,4433.780000000001,17,2024-12-07
10,0.45,4809.92,17,2024-12-07
11,0.5,5193.4,17,2024-12-07
12,0.55,5676.3,17,2024-12-07
13,0.6000000000000001,6224.500000000004,17,2024-12-07
14,0.6500000000000001,6877.110000000001,17,2024-12-07
15,0.7000000000000001,7649.560000000002,17,2024-12-07
16,0.7500000000000001,8783.650000000003,17,2024-12-07
17,0.8,10222.44,17,2024-12-07
18,0.8500000000000001,12267.675000000003,17,2024-12-07
19,0.9000000000000001,15576.906794841416,17,2024-12-07
20,0.9500000000000001,19730.58500000001,17,2024-12-07
21,0.975,24013.632403518815,17,2024-12-07
22,0.99,27225.486659103073,17,2024-12-07
0,0.01,2127.4320000000002,18,2024-12-14
1,0.025,2465.7875000000004,18,2024-12-14
2,0.05,2869.69,18,2024-12-14
3,0.1,3393.0499999999997,18,2024-12-14
4,0.15000000000000002,3891.2850000000003,18,2024-12-14
5,0.2,4316.84,18,2024-12-14
6,0.25,4833.925,18,2024-12-14
7,0.3,5302.28,18,2024-12-14
8,0.35000000000000003,5815.985,18,2024-12-14
9,0.4,6348.28,18,2024-12-14
10,0.45,6903.355,18,2024-12-14
11,0.5,7528.0,18,2024-12-14
12,0.55,8230.235,18,2024-12-14
13,0.6000000000000001,9031.280000000004,18,2024-12-14
14,0.6500000000000001,9957.045000000002,18,2024-12-14
15,0.7000000000000001,11121.04,18,2024-12-14
16,0.7500000000000001,12787.875000000002,18,2024-12-14
17,0.8,15387.960000000001,18,2024-12-14
18,0.8500000000000001,18051.660000000003,18,2024-12-14
19,0.9000000000000001,24339.38000000001,18,2024-12-14
20,0.9500000000000001,31303.135000000002,18,2024-12-14
21,0.975,35375.35758716371,18,2024-12-14
22,0.99,43759.576,18,2024-12-14
