,quantiles,value,horizon,target_end_date
0,0.01,6439.51793227564,25,2024-02-24
1,0.025,6861.199296394257,25,2024-02-24
2,0.05,7216.373301097129,25,2024-02-24
3,0.1,8026.878551777976,25,2024-02-24
4,0.15000000000000002,8380.745852705577,25,2024-02-24
5,0.2,8705.4982,25,2024-02-24
6,0.25,8971.436291603519,25,2024-02-24
7,0.3,9372.476070282057,25,2024-02-24
8,0.35000000000000003,9733.572819103612,25,2024-02-24
9,0.4,10024.320686915147,25,2024-02-24
10,0.45,10370.393188358588,25,2024-02-24
11,0.5,10673.604231671088,25,2024-02-24
12,0.55,10963.639330569356,25,2024-02-24
13,0.6000000000000001,11231.508514562393,25,2024-02-24
14,0.6500000000000001,11664.017603362836,25,2024-02-24
15,0.7000000000000001,11979.116899999999,25,2024-02-24
16,0.7500000000000001,12231.377477072918,25,2024-02-24
17,0.8,12593.37220722118,25,2024-02-24
18,0.8500000000000001,13108.41940342639,25,2024-02-24
19,0.9000000000000001,13844.102850754436,25,2024-02-24
20,0.9500000000000001,15060.301148377584,25,2024-02-24
21,0.975,15651.233894997828,25,2024-02-24
22,0.99,17325.16442551361,25,2024-02-24
0,0.01,4239.283908156076,26,2024-03-02
1,0.025,5110.381425,26,2024-03-02
2,0.05,5452.971006405997,26,2024-03-02
3,0.1,6400.495500000001,26,2024-03-02
4,0.15000000000000002,7027.230073284476,26,2024-03-02
5,0.2,7373.933155840282,26,2024-03-02
6,0.25,7826.03325,26,2024-03-02
7,0.3,8184.773924574751,26,2024-03-02
8,0.35000000000000003,8469.158150036006,26,2024-03-02
9,0.4,8900.96637735908,26,2024-03-02
10,0.45,9169.637273830971,26,2024-03-02
11,0.5,9444.829537983378,26,2024-03-02
12,0.55,9739.298358098005,26,2024-03-02
13,0.6000000000000001,10022.652507928564,26,2024-03-02
14,0.6500000000000001,10247.820755182225,26,2024-03-02
15,0.7000000000000001,10673.387882234574,26,2024-03-02
16,0.7500000000000001,11220.369619122763,26,2024-03-02
17,0.8,11653.534575853426,26,2024-03-02
18,0.8500000000000001,12115.689783041607,26,2024-03-02
19,0.9000000000000001,12772.267945134563,26,2024-03-02
20,0.9500000000000001,13855.436739801547,26,2024-03-02
21,0.975,14968.300528141997,26,2024-03-02
22,0.99,16021.748348520317,26,2024-03-02
0,0.01,3107.050212830071,27,2024-03-09
1,0.025,4122.380926760175,27,2024-03-09
2,0.05,4586.097080215433,27,2024-03-09
3,0.1,5292.361528787294,27,2024-03-09
4,0.15000000000000002,5849.712726030303,27,2024-03-09
5,0.2,6269.6682,27,2024-03-09
6,0.25,6823.144398450233,27,2024-03-09
7,0.3,7323.1102660995375,27,2024-03-09
8,0.35000000000000003,7632.081231852845,27,2024-03-09
9,0.4,7878.2605853044515,27,2024-03-09
10,0.45,8235.475801140077,27,2024-03-09
11,0.5,8549.883186335597,27,2024-03-09
12,0.55,8838.722835449857,27,2024-03-09
13,0.6000000000000001,9060.866110855935,27,2024-03-09
14,0.6500000000000001,9443.106573614128,27,2024-03-09
15,0.7000000000000001,9801.079315385707,27,2024-03-09
16,0.7500000000000001,10354.19980116331,27,2024-03-09
17,0.8,10813.3709924075,27,2024-03-09
18,0.8500000000000001,11256.26857090121,27,2024-03-09
19,0.9000000000000001,11919.876408554337,27,2024-03-09
20,0.9500000000000001,12988.75500057433,27,2024-03-09
21,0.975,15000.24654500743,27,2024-03-09
22,0.99,15909.306655845887,27,2024-03-09
0,0.01,2506.878606871572,28,2024-03-16
1,0.025,3440.0817,28,2024-03-16
2,0.05,3757.52775,28,2024-03-16
3,0.1,4289.554585404847,28,2024-03-16
4,0.15000000000000002,4974.58617122549,28,2024-03-16
5,0.2,5561.9776,28,2024-03-16
6,0.25,6062.991343386395,28,2024-03-16
7,0.3,6508.913871133343,28,2024-03-16
8,0.35000000000000003,6832.98412871662,28,2024-03-16
9,0.4,7143.577038076004,28,2024-03-16
10,0.45,7645.244156748396,28,2024-03-16
11,0.5,7855.029734117605,28,2024-03-16
12,0.55,8086.344304694147,28,2024-03-16
13,0.6000000000000001,8314.658357772021,28,2024-03-16
14,0.6500000000000001,8587.085773652409,28,2024-03-16
15,0.7000000000000001,9041.564647279241,28,2024-03-16
16,0.7500000000000001,9405.926407748544,28,2024-03-16
17,0.8,9771.691068405717,28,2024-03-16
18,0.8500000000000001,10342.707022058965,28,2024-03-16
19,0.9000000000000001,10939.113100506147,28,2024-03-16
20,0.9500000000000001,11614.149848437492,28,2024-03-16
21,0.975,13356.500773718448,28,2024-03-16
22,0.99,14763.776589192825,28,2024-03-16
