,quantiles,value,horizon,target_end_date
0,0.01,3199.257671774295,14,2023-12-09
1,0.025,3449.0638875037484,14,2023-12-09
2,0.05,3685.2202402411112,14,2023-12-09
3,0.1,4165.874322134499,14,2023-12-09
4,0.15000000000000002,4539.440351932055,14,2023-12-09
5,0.2,4835.374878032591,14,2023-12-09
6,0.25,5187.12019979412,14,2023-12-09
7,0.3,5374.766440071005,14,2023-12-09
8,0.35000000000000003,5703.63317922334,14,2023-12-09
9,0.4,5978.918150982789,14,2023-12-09
10,0.45,6244.097481138617,14,2023-12-09
11,0.5,6578.999620274319,14,2023-12-09
12,0.55,6814.994570748995,14,2023-12-09
13,0.6000000000000001,7059.664000000001,14,2023-12-09
14,0.6500000000000001,7366.731101871219,14,2023-12-09
15,0.7000000000000001,7623.396000000001,14,2023-12-09
16,0.7500000000000001,7922.052955417309,14,2023-12-09
17,0.8,8174.570201411993,14,2023-12-09
18,0.8500000000000001,8527.8826896523,14,2023-12-09
19,0.9000000000000001,9169.681931685003,14,2023-12-09
20,0.9500000000000001,10138.643000000002,14,2023-12-09
21,0.975,10709.174130590565,14,2023-12-09
22,0.99,11263.565799999997,14,2023-12-09
0,0.01,3650.498792436376,15,2023-12-16
1,0.025,3888.3240181272727,15,2023-12-16
2,0.05,4343.948822176308,15,2023-12-16
3,0.1,4940.58996102041,15,2023-12-16
4,0.15000000000000002,5438.942499164027,15,2023-12-16
5,0.2,5938.655119709768,15,2023-12-16
6,0.25,6531.699324598203,15,2023-12-16
7,0.3,6954.25447671584,15,2023-12-16
8,0.35000000000000003,7381.4341722606305,15,2023-12-16
9,0.4,7833.933969754242,15,2023-12-16
10,0.45,8224.84256331592,15,2023-12-16
11,0.5,8781.905647774362,15,2023-12-16
12,0.55,9205.450386357204,15,2023-12-16
13,0.6000000000000001,9544.731252129364,15,2023-12-16
14,0.6500000000000001,10031.504583700633,15,2023-12-16
15,0.7000000000000001,10579.853900000931,15,2023-12-16
16,0.7500000000000001,11156.46879751694,15,2023-12-16
17,0.8,11939.378,15,2023-12-16
18,0.8500000000000001,12749.178739781257,15,2023-12-16
19,0.9000000000000001,13502.07523394968,15,2023-12-16
20,0.9500000000000001,14488.506171637122,15,2023-12-16
21,0.975,15603.79965319951,15,2023-12-16
22,0.99,17262.045411618634,15,2023-12-16
0,0.01,3891.1965866420405,16,2023-12-23
1,0.025,4311.93492699207,16,2023-12-23
2,0.05,4758.803347476024,16,2023-12-23
3,0.1,5622.770864686447,16,2023-12-23
4,0.15000000000000002,6215.834716749363,16,2023-12-23
5,0.2,6873.001868024108,16,2023-12-23
6,0.25,7582.560390917285,16,2023-12-23
7,0.3,8327.53158484922,16,2023-12-23
8,0.35000000000000003,9156.09515,16,2023-12-23
9,0.4,9886.541672925245,16,2023-12-23
10,0.45,10513.823179486753,16,2023-12-23
11,0.5,11125.296025126001,16,2023-12-23
12,0.55,11796.608984246952,16,2023-12-23
13,0.6000000000000001,12633.977886691357,16,2023-12-23
14,0.6500000000000001,13485.266086058853,16,2023-12-23
15,0.7000000000000001,14557.305420176299,16,2023-12-23
16,0.7500000000000001,15942.785880405141,16,2023-12-23
17,0.8,17286.534518381282,16,2023-12-23
18,0.8500000000000001,18756.011400945,16,2023-12-23
19,0.9000000000000001,20389.46947767553,16,2023-12-23
20,0.9500000000000001,22487.87089744428,16,2023-12-23
21,0.975,23680.140406266557,16,2023-12-23
22,0.99,27330.26597119896,16,2023-12-23
0,0.01,3889.922497592353,17,2023-12-30
1,0.025,4626.346525,17,2023-12-30
2,0.05,5101.649144071881,17,2023-12-30
3,0.1,5977.140508120029,17,2023-12-30
4,0.15000000000000002,6624.601123638239,17,2023-12-30
5,0.2,7351.679932726031,17,2023-12-30
6,0.25,8347.039838673265,17,2023-12-30
7,0.3,9269.428322257394,17,2023-12-30
8,0.35000000000000003,10325.68095415331,17,2023-12-30
9,0.4,11074.611858170087,17,2023-12-30
10,0.45,12560.48092182927,17,2023-12-30
11,0.5,13621.98,17,2023-12-30
12,0.55,15025.501058701577,17,2023-12-30
13,0.6000000000000001,16369.874584744428,17,2023-12-30
14,0.6500000000000001,18418.97286863176,17,2023-12-30
15,0.7000000000000001,20321.45100000002,17,2023-12-30
16,0.7500000000000001,23226.136066560113,17,2023-12-30
17,0.8,25448.956334152543,17,2023-12-30
18,0.8500000000000001,27280.406240432716,17,2023-12-30
19,0.9000000000000001,30325.11792915426,17,2023-12-30
20,0.9500000000000001,33334.16033548445,17,2023-12-30
21,0.975,34983.131308022224,17,2023-12-30
22,0.99,37165.09010317329,17,2023-12-30
