,quantiles,value,horizon,target_end_date
0,0.01,10427.02,29,2025-03-01
1,0.025,11388.25,29,2025-03-01
2,0.05,12070.525,29,2025-03-01
3,0.1,13626.35,29,2025-03-01
4,0.15000000000000002,14496.35,29,2025-03-01
5,0.2,15177.5,29,2025-03-01
6,0.25,15679.025,29,2025-03-01
7,0.3,16487.05,29,2025-03-01
8,0.35000000000000003,16941.55,29,2025-03-01
9,0.4,17390.0,29,2025-03-01
10,0.45,17903.275,29,2025-03-01
11,0.5,18554.050000000003,29,2025-03-01
12,0.55,19018.100000000002,29,2025-03-01
13,0.6000000000000001,19510.0,29,2025-03-01
14,0.6500000000000001,20049.025000000005,29,2025-03-01
15,0.7000000000000001,20547.850000000002,29,2025-03-01
16,0.7500000000000001,21222.3,29,2025-03-01
17,0.8,21774.6,29,2025-03-01
18,0.8500000000000001,22609.075000000004,29,2025-03-01
19,0.9000000000000001,23941.380325597784,29,2025-03-01
20,0.9500000000000001,25376.150000000005,29,2025-03-01
21,0.975,27876.828523965538,29,2025-03-01
22,0.99,31439.07999999999,29,2025-03-01
0,0.01,7085.219999999999,30,2025-03-08
1,0.025,7353.300222870072,30,2025-03-08
2,0.05,7761.209456734241,30,2025-03-08
3,0.1,8695.66082852669,30,2025-03-08
4,0.15000000000000002,9242.43652741039,30,2025-03-08
5,0.2,9932.2,30,2025-03-08
6,0.25,10530.475,30,2025-03-08
7,0.3,10921.0,30,2025-03-08
8,0.35000000000000003,11356.525000000005,30,2025-03-08
9,0.4,11799.3,30,2025-03-08
10,0.45,12170.725,30,2025-03-08
11,0.5,12490.8,30,2025-03-08
12,0.55,13018.0,30,2025-03-08
13,0.6000000000000001,13579.0,30,2025-03-08
14,0.6500000000000001,14203.775000000001,30,2025-03-08
15,0.7000000000000001,14561.800000000001,30,2025-03-08
16,0.7500000000000001,15000.700000000003,30,2025-03-08
17,0.8,15817.8,30,2025-03-08
18,0.8500000000000001,16457.475000000006,30,2025-03-08
19,0.9000000000000001,17204.95,30,2025-03-08
20,0.9500000000000001,18894.150000000016,30,2025-03-08
21,0.975,20796.8125,30,2025-03-08
22,0.99,22184.149999999998,30,2025-03-08
0,0.01,3451.3469623166534,31,2025-03-15
1,0.025,3721.360036643343,31,2025-03-15
2,0.05,4449.636644389468,31,2025-03-15
3,0.1,5731.85,31,2025-03-15
4,0.15000000000000002,6347.025,31,2025-03-15
5,0.2,6975.0,31,2025-03-15
6,0.25,7488.6,31,2025-03-15
7,0.3,7772.05,31,2025-03-15
8,0.35000000000000003,8232.025,31,2025-03-15
9,0.4,8756.5,31,2025-03-15
10,0.45,9135.35,31,2025-03-15
11,0.5,9493.85,31,2025-03-15
12,0.55,9867.75,31,2025-03-15
13,0.6000000000000001,10254.200000000003,31,2025-03-15
14,0.6500000000000001,10604.150000000001,31,2025-03-15
15,0.7000000000000001,11036.150000000001,31,2025-03-15
16,0.7500000000000001,11604.2,31,2025-03-15
17,0.8,11972.0,31,2025-03-15
18,0.8500000000000001,12676.550000000001,31,2025-03-15
19,0.9000000000000001,13649.0,31,2025-03-15
20,0.9500000000000001,15161.975,31,2025-03-15
21,0.975,16965.2375,31,2025-03-15
22,0.99,19694.57999999999,31,2025-03-15
0,0.01,1247.1683066344829,32,2025-03-22
1,0.025,1730.5822988922139,32,2025-03-22
2,0.05,2180.74401609209,32,2025-03-22
3,0.1,3929.15,32,2025-03-22
4,0.15000000000000002,4621.35,32,2025-03-22
5,0.2,5308.2,32,2025-03-22
6,0.25,5788.950000000001,32,2025-03-22
7,0.3,6249.049999999999,32,2025-03-22
8,0.35000000000000003,6609.075,32,2025-03-22
9,0.4,6971.2,32,2025-03-22
10,0.45,7238.825,32,2025-03-22
11,0.5,7677.7,32,2025-03-22
12,0.55,8041.800000000002,32,2025-03-22
13,0.6000000000000001,8385.3,32,2025-03-22
14,0.6500000000000001,8638.400000000001,32,2025-03-22
15,0.7000000000000001,9005.45,32,2025-03-22
16,0.7500000000000001,9405.650000000003,32,2025-03-22
17,0.8,10038.7,32,2025-03-22
18,0.8500000000000001,10486.175000000001,32,2025-03-22
19,0.9000000000000001,11455.350000000002,32,2025-03-22
20,0.9500000000000001,12706.050000000001,32,2025-03-22
21,0.975,14364.2875,32,2025-03-22
22,0.99,15865.274999999992,32,2025-03-22
