,quantiles,value,horizon,target_end_date
0,0.01,734.6609100000001,34,2024-04-27
1,0.025,878.2595,34,2024-04-27
2,0.05,975.747093744415,34,2024-04-27
3,0.1,1080.5386925377238,34,2024-04-27
4,0.15000000000000002,1192.9669180396395,34,2024-04-27
5,0.2,1310.339045660032,34,2024-04-27
6,0.25,1435.7771929288176,34,2024-04-27
7,0.3,1542.606087805056,34,2024-04-27
8,0.35000000000000003,1689.9688050486727,34,2024-04-27
9,0.4,1830.72485054987,34,2024-04-27
10,0.45,1992.8819495807165,34,2024-04-27
11,0.5,2095.3450000000003,34,2024-04-27
12,0.55,2196.8650000000002,34,2024-04-27
13,0.6000000000000001,2282.888000000001,34,2024-04-27
14,0.6500000000000001,2435.197783275389,34,2024-04-27
15,0.7000000000000001,2607.4640000000004,34,2024-04-27
16,0.7500000000000001,2754.4093605055655,34,2024-04-27
17,0.8,2967.823076754111,34,2024-04-27
18,0.8500000000000001,3177.725860602812,34,2024-04-27
19,0.9000000000000001,3516.8816447271997,34,2024-04-27
20,0.9500000000000001,3865.9392762771067,34,2024-04-27
21,0.975,4043.615020450696,34,2024-04-27
22,0.99,4313.206843973367,34,2024-04-27
0,0.01,505.44534,35,2024-05-04
1,0.025,665.694575,35,2024-05-04
2,0.05,786.3094841417096,35,2024-05-04
3,0.1,940.1911,35,2024-05-04
4,0.15000000000000002,1030.20365,35,2024-05-04
5,0.2,1119.827671905642,35,2024-05-04
6,0.25,1220.176,35,2024-05-04
7,0.3,1316.792493881411,35,2024-05-04
8,0.35000000000000003,1408.1972202993345,35,2024-05-04
9,0.4,1476.844,35,2024-05-04
10,0.45,1540.6203396199514,35,2024-05-04
11,0.5,1596.0149999999999,35,2024-05-04
12,0.55,1674.3080000000002,35,2024-05-04
13,0.6000000000000001,1770.0800000000002,35,2024-05-04
14,0.6500000000000001,1887.656000000001,35,2024-05-04
15,0.7000000000000001,1995.7036550160124,35,2024-05-04
16,0.7500000000000001,2164.20175,35,2024-05-04
17,0.8,2395.606335624544,35,2024-05-04
18,0.8500000000000001,2718.4063466775647,35,2024-05-04
19,0.9000000000000001,3043.1955776512214,35,2024-05-04
20,0.9500000000000001,3364.260030054717,35,2024-05-04
21,0.975,3499.834161233647,35,2024-05-04
22,0.99,3731.2267398374083,35,2024-05-04
