,quantiles,value,horizon,target_end_date
0,0.01,2474.017,28,2025-02-22
1,0.025,3239.0475,28,2025-02-22
2,0.05,4616.73,28,2025-02-22
3,0.1,6424.1900000000005,28,2025-02-22
4,0.15000000000000002,8053.285000000001,28,2025-02-22
5,0.2,9765.073529608198,28,2025-02-22
6,0.25,10929.473046716466,28,2025-02-22
7,0.3,11515.880044225836,28,2025-02-22
8,0.35000000000000003,12176.125,28,2025-02-22
9,0.4,13192.760000000002,28,2025-02-22
10,0.45,14115.499985947832,28,2025-02-22
11,0.5,15002.3,28,2025-02-22
12,0.55,15825.605000000001,28,2025-02-22
13,0.6000000000000001,16970.016305733992,28,2025-02-22
14,0.6500000000000001,18075.730000000003,28,2025-02-22
15,0.7000000000000001,19428.14,28,2025-02-22
16,0.7500000000000001,20577.302455877958,28,2025-02-22
17,0.8,21514.5,28,2025-02-22
18,0.8500000000000001,22627.690000000002,28,2025-02-22
19,0.9000000000000001,24794.260000000013,28,2025-02-22
20,0.9500000000000001,28186.96265352538,28,2025-02-22
21,0.975,31561.527847771755,28,2025-02-22
22,0.99,35762.490999999995,28,2025-02-22
0,0.01,1965.023,29,2025-03-01
1,0.025,2769.54,29,2025-03-01
2,0.05,3822.51,29,2025-03-01
3,0.1,5633.840000000001,29,2025-03-01
4,0.15000000000000002,6646.584540879957,29,2025-03-01
5,0.2,7613.0512974929525,29,2025-03-01
6,0.25,8250.724999999999,29,2025-03-01
7,0.3,8691.869999999999,29,2025-03-01
8,0.35000000000000003,9336.73,29,2025-03-01
9,0.4,10035.42,29,2025-03-01
10,0.45,10867.865,29,2025-03-01
11,0.5,11687.613797262673,29,2025-03-01
12,0.55,12554.87,29,2025-03-01
13,0.6000000000000001,13544.658910228736,29,2025-03-01
14,0.6500000000000001,14603.158549931943,29,2025-03-01
15,0.7000000000000001,15463.79,29,2025-03-01
16,0.7500000000000001,16172.175000000001,29,2025-03-01
17,0.8,16910.556928942868,29,2025-03-01
18,0.8500000000000001,18106.035000000003,29,2025-03-01
19,0.9000000000000001,19797.24000000002,29,2025-03-01
20,0.9500000000000001,22353.655000000002,29,2025-03-01
21,0.975,24969.787499999995,29,2025-03-01
22,0.99,28488.493999999995,29,2025-03-01
0,0.01,1643.1680000000001,30,2025-03-08
1,0.025,2342.445394099073,30,2025-03-08
2,0.05,3120.5650000000005,30,2025-03-08
3,0.1,4251.15,30,2025-03-08
4,0.15000000000000002,5131.113434475987,30,2025-03-08
5,0.2,5750.9400000000005,30,2025-03-08
6,0.25,6026.575,30,2025-03-08
7,0.3,6391.47,30,2025-03-08
8,0.35000000000000003,6865.685,30,2025-03-08
9,0.4,7379.46,30,2025-03-08
10,0.45,7907.752831513527,30,2025-03-08
11,0.5,8505.45,30,2025-03-08
12,0.55,9192.79,30,2025-03-08
13,0.6000000000000001,10068.005959219056,30,2025-03-08
14,0.6500000000000001,10887.335000000005,30,2025-03-08
15,0.7000000000000001,11490.750000000002,30,2025-03-08
16,0.7500000000000001,12135.6,30,2025-03-08
17,0.8,13248.560000000001,30,2025-03-08
18,0.8500000000000001,14611.675000000001,30,2025-03-08
19,0.9000000000000001,16176.030000000019,30,2025-03-08
20,0.9500000000000001,18477.91,30,2025-03-08
21,0.975,20721.562499999996,30,2025-03-08
22,0.99,23754.039999999997,30,2025-03-08
0,0.01,1196.2900000000002,31,2025-03-15
1,0.025,1664.755,31,2025-03-15
2,0.05,2223.7135146084834,31,2025-03-15
3,0.1,2922.037202164982,31,2025-03-15
4,0.15000000000000002,3542.0000000000005,31,2025-03-15
5,0.2,3892.3,31,2025-03-15
6,0.25,4163.125027394872,31,2025-03-15
7,0.3,4632.325397998126,31,2025-03-15
8,0.35000000000000003,5098.715,31,2025-03-15
9,0.4,5527.820000000001,31,2025-03-15
10,0.45,5906.290000000001,31,2025-03-15
11,0.5,6333.049999999999,31,2025-03-15
12,0.55,6842.945,31,2025-03-15
13,0.6000000000000001,7388.06,31,2025-03-15
14,0.6500000000000001,7817.895000000002,31,2025-03-15
15,0.7000000000000001,8376.91,31,2025-03-15
16,0.7500000000000001,9464.075000000003,31,2025-03-15
17,0.8,10677.306149209586,31,2025-03-15
18,0.8500000000000001,12061.970000000001,31,2025-03-15
19,0.9000000000000001,13840.250000000002,31,2025-03-15
20,0.9500000000000001,16268.395000000002,31,2025-03-15
21,0.975,18438.712499999998,31,2025-03-15
22,0.99,21623.668999999998,31,2025-03-15
