,quantiles,value,horizon,target_end_date
0,0.01,2504.332,20,2024-12-28
1,0.025,3186.4500000000007,20,2024-12-28
2,0.05,4034.675,20,2024-12-28
3,0.1,5591.18,20,2024-12-28
4,0.15000000000000002,7209.415000000001,20,2024-12-28
5,0.2,8605.600000000002,20,2024-12-28
6,0.25,9872.6,20,2024-12-28
7,0.3,11066.819999999998,20,2024-12-28
8,0.35000000000000003,12186.76,20,2024-12-28
9,0.4,13314.860000000002,20,2024-12-28
10,0.45,14444.185,20,2024-12-28
11,0.5,15690.05,20,2024-12-28
12,0.55,17151.125,20,2024-12-28
13,0.6000000000000001,18746.980000000003,20,2024-12-28
14,0.6500000000000001,20301.215000000007,20,2024-12-28
15,0.7000000000000001,22178.97,20,2024-12-28
16,0.7500000000000001,24232.68055464406,20,2024-12-28
17,0.8,26571.760000000002,20,2024-12-28
18,0.8500000000000001,31119.001733153666,20,2024-12-28
19,0.9000000000000001,37911.47000000004,20,2024-12-28
20,0.9500000000000001,54132.045000000006,20,2024-12-28
21,0.975,66699.5125,20,2024-12-28
22,0.99,78676.92799999993,20,2024-12-28
0,0.01,2594.728,21,2025-01-04
1,0.025,3293.0924999999997,21,2025-01-04
2,0.05,4221.7300000000005,21,2025-01-04
3,0.1,6034.9800000000005,21,2025-01-04
4,0.15000000000000002,7629.300000000001,21,2025-01-04
5,0.2,9010.12,21,2025-01-04
6,0.25,10473.575,21,2025-01-04
7,0.3,11853.679999999998,21,2025-01-04
8,0.35000000000000003,13262.855,21,2025-01-04
9,0.4,14729.180000000002,21,2025-01-04
10,0.45,16174.75,21,2025-01-04
11,0.5,17710.85,21,2025-01-04
12,0.55,19208.005,21,2025-01-04
13,0.6000000000000001,20767.52,21,2025-01-04
14,0.6500000000000001,22621.730000000007,21,2025-01-04
15,0.7000000000000001,24704.65,21,2025-01-04
16,0.7500000000000001,27077.89728267734,21,2025-01-04
17,0.8,29709.820000000003,21,2025-01-04
18,0.8500000000000001,33528.397922004464,21,2025-01-04
19,0.9000000000000001,43282.82000000003,21,2025-01-04
20,0.9500000000000001,56920.34037677253,21,2025-01-04
21,0.975,78856.21249999994,21,2025-01-04
22,0.99,89228.49099999986,21,2025-01-04
0,0.01,2519.438,22,2025-01-11
1,0.025,3276.6450000000004,22,2025-01-11
2,0.05,4343.38,22,2025-01-11
3,0.1,6259.280000000001,22,2025-01-11
4,0.15000000000000002,7712.740000000001,22,2025-01-11
5,0.2,9111.42,22,2025-01-11
6,0.25,10478.075,22,2025-01-11
7,0.3,11927.479999999998,22,2025-01-11
8,0.35000000000000003,13257.525000000001,22,2025-01-11
9,0.4,14692.600000000002,22,2025-01-11
10,0.45,16003.77,22,2025-01-11
11,0.5,17413.449999999997,22,2025-01-11
12,0.55,18913.47,22,2025-01-11
13,0.6000000000000001,20576.726475963762,22,2025-01-11
14,0.6500000000000001,22502.47500000002,22,2025-01-11
15,0.7000000000000001,24660.05,22,2025-01-11
16,0.7500000000000001,26916.4,22,2025-01-11
17,0.8,30193.460000000006,22,2025-01-11
18,0.8500000000000001,34259.23409660934,22,2025-01-11
19,0.9000000000000001,44039.030000000006,22,2025-01-11
20,0.9500000000000001,53813.92565751297,22,2025-01-11
21,0.975,80768.88499999997,22,2025-01-11
22,0.99,86918.33699999998,22,2025-01-11
0,0.01,2559.221,23,2025-01-18
1,0.025,3422.3500000000004,23,2025-01-18
2,0.05,4654.085,23,2025-01-18
3,0.1,6390.820000000001,23,2025-01-18
4,0.15000000000000002,7587.570000000001,23,2025-01-18
5,0.2,8760.220000000001,23,2025-01-18
6,0.25,9883.525,23,2025-01-18
7,0.3,11202.6,23,2025-01-18
8,0.35000000000000003,12620.130000000001,23,2025-01-18
9,0.4,14124.100000000002,23,2025-01-18
10,0.45,15696.800000000001,23,2025-01-18
11,0.5,17402.35,23,2025-01-18
12,0.55,19143.615,23,2025-01-18
13,0.6000000000000001,20834.64,23,2025-01-18
14,0.6500000000000001,22475.800000000003,23,2025-01-18
15,0.7000000000000001,24327.27,23,2025-01-18
16,0.7500000000000001,26322.325,23,2025-01-18
17,0.8,28961.300000000007,23,2025-01-18
18,0.8500000000000001,33432.16000000002,23,2025-01-18
19,0.9000000000000001,40382.290000000015,23,2025-01-18
20,0.9500000000000001,48363.65343383003,23,2025-01-18
21,0.975,72975.10999999997,23,2025-01-18
22,0.99,76830.67999999993,23,2025-01-18
