,quantiles,value,horizon,target_end_date
0,0.01,2964.080277227893,25,2024-02-24
1,0.025,3405.1616472152564,25,2024-02-24
2,0.05,3672.7429636410893,25,2024-02-24
3,0.1,4602.632927180976,25,2024-02-24
4,0.15000000000000002,5511.04307569209,25,2024-02-24
5,0.2,6440.484101826249,25,2024-02-24
6,0.25,7063.522825205033,25,2024-02-24
7,0.3,7625.901819698682,25,2024-02-24
8,0.35000000000000003,8183.9249302112285,25,2024-02-24
9,0.4,8711.272,25,2024-02-24
10,0.45,9341.928201371898,25,2024-02-24
11,0.5,10013.460500000001,25,2024-02-24
12,0.55,10922.912778661,25,2024-02-24
13,0.6000000000000001,11790.918999802352,25,2024-02-24
14,0.6500000000000001,12545.885067616806,25,2024-02-24
15,0.7000000000000001,13385.810384625272,25,2024-02-24
16,0.7500000000000001,14328.692661287703,25,2024-02-24
17,0.8,15249.132477049103,25,2024-02-24
18,0.8500000000000001,16289.05218076938,25,2024-02-24
19,0.9000000000000001,17321.274100000002,25,2024-02-24
20,0.9500000000000001,18396.889077631167,25,2024-02-24
21,0.975,19802.14771754543,25,2024-02-24
22,0.99,21075.811478379746,25,2024-02-24
0,0.01,1800.3426736723145,26,2024-03-02
1,0.025,1979.1466056302354,26,2024-03-02
2,0.05,2260.364438523762,26,2024-03-02
3,0.1,2930.7988896920147,26,2024-03-02
4,0.15000000000000002,4140.745713748681,26,2024-03-02
5,0.2,4774.147312270741,26,2024-03-02
6,0.25,5370.5700873150945,26,2024-03-02
7,0.3,6069.682591210058,26,2024-03-02
8,0.35000000000000003,6814.922577118674,26,2024-03-02
9,0.4,7530.675200000001,26,2024-03-02
10,0.45,8373.746500000001,26,2024-03-02
11,0.5,9174.119868480691,26,2024-03-02
12,0.55,9950.675585072831,26,2024-03-02
13,0.6000000000000001,10624.675546956069,26,2024-03-02
14,0.6500000000000001,11541.533394255717,26,2024-03-02
15,0.7000000000000001,12352.399184665239,26,2024-03-02
16,0.7500000000000001,13406.00046116431,26,2024-03-02
17,0.8,14326.1342,26,2024-03-02
18,0.8500000000000001,15462.45974185168,26,2024-03-02
19,0.9000000000000001,16494.101635163493,26,2024-03-02
20,0.9500000000000001,18235.117971106534,26,2024-03-02
21,0.975,20070.63651443974,26,2024-03-02
22,0.99,22494.097661888238,26,2024-03-02
0,0.01,1017.0369718977678,27,2024-03-09
1,0.025,1150.9424773531002,27,2024-03-09
2,0.05,1324.2856635578737,27,2024-03-09
3,0.1,1680.3915587093477,27,2024-03-09
4,0.15000000000000002,2677.671632416638,27,2024-03-09
5,0.2,3177.1935431105126,27,2024-03-09
6,0.25,3944.7062692093778,27,2024-03-09
7,0.3,5158.056919805747,27,2024-03-09
8,0.35000000000000003,6026.1126620687155,27,2024-03-09
9,0.4,6777.229069798437,27,2024-03-09
10,0.45,7436.10982267489,27,2024-03-09
11,0.5,8337.461000818821,27,2024-03-09
12,0.55,9032.301650000001,27,2024-03-09
13,0.6000000000000001,9860.78159384534,27,2024-03-09
14,0.6500000000000001,10687.193813903321,27,2024-03-09
15,0.7000000000000001,11526.828544162474,27,2024-03-09
16,0.7500000000000001,12590.918049173253,27,2024-03-09
17,0.8,13364.618577454987,27,2024-03-09
18,0.8500000000000001,14445.196,27,2024-03-09
19,0.9000000000000001,15603.650014341063,27,2024-03-09
20,0.9500000000000001,18452.144052134438,27,2024-03-09
21,0.975,21198.66838358173,27,2024-03-09
22,0.99,23638.53626644926,27,2024-03-09
0,0.01,525.7364122982839,28,2024-03-16
1,0.025,594.94184802734,28,2024-03-16
2,0.05,725.9716528016746,28,2024-03-16
3,0.1,969.9140776282187,28,2024-03-16
4,0.15000000000000002,1562.0055475736137,28,2024-03-16
5,0.2,1890.312328973042,28,2024-03-16
6,0.25,3238.12739116675,28,2024-03-16
7,0.3,4359.788306381738,28,2024-03-16
8,0.35000000000000003,5352.050448908398,28,2024-03-16
9,0.4,6099.434638655397,28,2024-03-16
10,0.45,6713.487061796444,28,2024-03-16
11,0.5,7440.287,28,2024-03-16
12,0.55,8136.746268493188,28,2024-03-16
13,0.6000000000000001,8963.26891900552,28,2024-03-16
14,0.6500000000000001,9653.309721570851,28,2024-03-16
15,0.7000000000000001,10460.347894194463,28,2024-03-16
16,0.7500000000000001,11224.061122934156,28,2024-03-16
17,0.8,11993.46924368011,28,2024-03-16
18,0.8500000000000001,12977.382000000001,28,2024-03-16
19,0.9000000000000001,14184.92836444075,28,2024-03-16
20,0.9500000000000001,17209.01668180264,28,2024-03-16
21,0.975,19997.638519858192,28,2024-03-16
22,0.99,22397.24316300281,28,2024-03-16
