,quantiles,value,horizon,target_end_date
0,0.01,1451.9850000000001,15,2024-11-23
1,0.025,1619.26,15,2024-11-23
2,0.05,1763.45,15,2024-11-23
3,0.1,1978.8999999999999,15,2024-11-23
4,0.15000000000000002,2172.215,15,2024-11-23
5,0.2,2346.44,15,2024-11-23
6,0.25,2500.6000000000004,15,2024-11-23
7,0.3,2705.5099999999998,15,2024-11-23
8,0.35000000000000003,2881.595,15,2024-11-23
9,0.4,3008.08,15,2024-11-23
10,0.45,3120.765,15,2024-11-23
11,0.5,3270.3999999999996,15,2024-11-23
12,0.55,3437.605,15,2024-11-23
13,0.6000000000000001,3617.2400000000002,15,2024-11-23
14,0.6500000000000001,3842.735,15,2024-11-23
15,0.7000000000000001,4101.460000000001,15,2024-11-23
16,0.7500000000000001,4327.275000000002,15,2024-11-23
17,0.8,4840.24,15,2024-11-23
18,0.8500000000000001,5311.385,15,2024-11-23
19,0.9000000000000001,5674.110000000002,15,2024-11-23
20,0.9500000000000001,6319.250000000003,15,2024-11-23
21,0.975,6811.5775,15,2024-11-23
22,0.99,7289.5830000000005,15,2024-11-23
0,0.01,1992.886,16,2024-11-30
1,0.025,2226.075,16,2024-11-30
2,0.05,2452.58,16,2024-11-30
3,0.1,2749.88,16,2024-11-30
4,0.15000000000000002,3026.31,16,2024-11-30
5,0.2,3287.54,16,2024-11-30
6,0.25,3493.475,16,2024-11-30
7,0.3,3744.81,16,2024-11-30
8,0.35000000000000003,4087.045,16,2024-11-30
9,0.4,4330.2,16,2024-11-30
10,0.45,4614.9349999999995,16,2024-11-30
11,0.5,4929.6,16,2024-11-30
12,0.55,5276.16,16,2024-11-30
13,0.6000000000000001,5583.4400000000005,16,2024-11-30
14,0.6500000000000001,5881.500000000001,16,2024-11-30
15,0.7000000000000001,6280.120000000001,16,2024-11-30
16,0.7500000000000001,7026.725,16,2024-11-30
17,0.8,7694.360000000001,16,2024-11-30
18,0.8500000000000001,8642.760000000006,16,2024-11-30
19,0.9000000000000001,9852.470000000005,16,2024-11-30
20,0.9500000000000001,10976.105000000003,16,2024-11-30
21,0.975,12020.3375,16,2024-11-30
22,0.99,13374.011000000002,16,2024-11-30
0,0.01,2547.328,17,2024-12-07
1,0.025,2919.26,17,2024-12-07
2,0.05,3260.7850000000003,17,2024-12-07
3,0.1,3753.06,17,2024-12-07
4,0.15000000000000002,4122.64,17,2024-12-07
5,0.2,4527.48,17,2024-12-07
6,0.25,4895.075,17,2024-12-07
7,0.3,5244.26,17,2024-12-07
8,0.35000000000000003,5674.570000000001,17,2024-12-07
9,0.4,6146.320000000001,17,2024-12-07
10,0.45,6589.17,17,2024-12-07
11,0.5,7199.049999999999,17,2024-12-07
12,0.55,7772.75,17,2024-12-07
13,0.6000000000000001,8414.78,17,2024-12-07
14,0.6500000000000001,9386.980000000005,17,2024-12-07
15,0.7000000000000001,10018.06,17,2024-12-07
16,0.7500000000000001,10811.850000000002,17,2024-12-07
17,0.8,12230.16,17,2024-12-07
18,0.8500000000000001,13927.045,17,2024-12-07
19,0.9000000000000001,17200.010000000002,17,2024-12-07
20,0.9500000000000001,19215.48,17,2024-12-07
21,0.975,20485.66,17,2024-12-07
22,0.99,23764.085000000003,17,2024-12-07
0,0.01,3369.677,18,2024-12-14
1,0.025,3932.0625,18,2024-12-14
2,0.05,4407.195000000001,18,2024-12-14
3,0.1,5172.36,18,2024-12-14
4,0.15000000000000002,5777.5,18,2024-12-14
5,0.2,6373.66,18,2024-12-14
6,0.25,6880.2,18,2024-12-14
7,0.3,7526.4,18,2024-12-14
8,0.35000000000000003,8091.475,18,2024-12-14
9,0.4,8732.02,18,2024-12-14
10,0.45,9452.214999999998,18,2024-12-14
11,0.5,10257.7,18,2024-12-14
12,0.55,11095.57,18,2024-12-14
13,0.6000000000000001,12118.980000000001,18,2024-12-14
14,0.6500000000000001,13570.1,18,2024-12-14
15,0.7000000000000001,15195.858446680566,18,2024-12-14
16,0.7500000000000001,16757.900000000005,18,2024-12-14
17,0.8,18213.6,18,2024-12-14
18,0.8500000000000001,22169.365,18,2024-12-14
19,0.9000000000000001,27653.760000000006,18,2024-12-14
20,0.9500000000000001,31266.6,18,2024-12-14
21,0.975,32750.250000000004,18,2024-12-14
22,0.99,39041.15400000001,18,2024-12-14
