,quantiles,value,horizon,target_end_date
0,0.01,2726.4410000000003,31,2025-03-15
1,0.025,3223.4987095349734,31,2025-03-15
2,0.05,3706.535,31,2025-03-15
3,0.1,3999.03,31,2025-03-15
4,0.15000000000000002,4243.460000000001,31,2025-03-15
5,0.2,4814.88,31,2025-03-15
6,0.25,5276.625,31,2025-03-15
7,0.3,5716.9400000000005,31,2025-03-15
8,0.35000000000000003,6137.465,31,2025-03-15
9,0.4,6600.9800000000005,31,2025-03-15
10,0.45,7050.33,31,2025-03-15
11,0.5,7625.1,31,2025-03-15
12,0.55,8108.550000000001,31,2025-03-15
13,0.6000000000000001,8923.460000000003,31,2025-03-15
14,0.6500000000000001,9698.905,31,2025-03-15
15,0.7000000000000001,10548.880000000001,31,2025-03-15
16,0.7500000000000001,11530.225,31,2025-03-15
17,0.8,12478.720000000001,31,2025-03-15
18,0.8500000000000001,13732.185000000005,31,2025-03-15
19,0.9000000000000001,15221.090000000002,31,2025-03-15
20,0.9500000000000001,17255.864999999998,31,2025-03-15
21,0.975,19501.9475,31,2025-03-15
22,0.99,21924.983999999997,31,2025-03-15
0,0.01,1223.5529223890467,32,2025-03-22
1,0.025,1720.7310914048442,32,2025-03-22
2,0.05,2255.2250000000004,32,2025-03-22
3,0.1,2534.15,32,2025-03-22
4,0.15000000000000002,2789.640000000001,32,2025-03-22
5,0.2,3243.9711454460376,32,2025-03-22
6,0.25,3663.5,32,2025-03-22
7,0.3,4075.96,32,2025-03-22
8,0.35000000000000003,4499.525,32,2025-03-22
9,0.4,4893.04,32,2025-03-22
10,0.45,5277.395000000001,32,2025-03-22
11,0.5,5721.55,32,2025-03-22
12,0.55,6259.345,32,2025-03-22
13,0.6000000000000001,6983.680000000001,32,2025-03-22
14,0.6500000000000001,7560.475,32,2025-03-22
15,0.7000000000000001,8294.51,32,2025-03-22
16,0.7500000000000001,9028.15,32,2025-03-22
17,0.8,9921.06,32,2025-03-22
18,0.8500000000000001,10915.065,32,2025-03-22
19,0.9000000000000001,12247.920000000002,32,2025-03-22
20,0.9500000000000001,14262.585000000001,32,2025-03-22
21,0.975,16231.672499999997,32,2025-03-22
22,0.99,19018.747,32,2025-03-22
0,0.01,544.5116475385751,33,2025-03-29
1,0.025,761.2942044887504,33,2025-03-29
2,0.05,1340.839938480065,33,2025-03-29
3,0.1,1537.08,33,2025-03-29
4,0.15000000000000002,1817.1350000000007,33,2025-03-29
5,0.2,2200.98,33,2025-03-29
6,0.25,2529.625,33,2025-03-29
7,0.3,2841.2400000000002,33,2025-03-29
8,0.35000000000000003,3139.5250000000005,33,2025-03-29
9,0.4,3416.2200000000003,33,2025-03-29
10,0.45,3738.6600000000003,33,2025-03-29
11,0.5,4091.8999999999996,33,2025-03-29
12,0.55,4458.030000000001,33,2025-03-29
13,0.6000000000000001,4919.04,33,2025-03-29
14,0.6500000000000001,5338.7750000000015,33,2025-03-29
15,0.7000000000000001,5830.430000000001,33,2025-03-29
16,0.7500000000000001,6343.25,33,2025-03-29
17,0.8,6963.200000000001,33,2025-03-29
18,0.8500000000000001,7732.4000000000015,33,2025-03-29
19,0.9000000000000001,8805.27,33,2025-03-29
20,0.9500000000000001,10829.05,33,2025-03-29
21,0.975,12553.382499999994,33,2025-03-29
22,0.99,15211.441999999992,33,2025-03-29
0,0.01,248.87339510128805,34,2025-04-05
1,0.025,354.9733820258098,34,2025-04-05
2,0.05,762.6300000000001,34,2025-04-05
3,0.1,920.82,34,2025-04-05
4,0.15000000000000002,1208.225,34,2025-04-05
5,0.2,1456.14,34,2025-04-05
6,0.25,1672.975,34,2025-04-05
7,0.3,1878.0,34,2025-04-05
8,0.35000000000000003,2056.63,34,2025-04-05
9,0.4,2306.56,34,2025-04-05
10,0.45,2524.555,34,2025-04-05
11,0.5,2755.6,34,2025-04-05
12,0.55,3057.705000000001,34,2025-04-05
13,0.6000000000000001,3384.2000000000007,34,2025-04-05
14,0.6500000000000001,3766.405,34,2025-04-05
15,0.7000000000000001,4159.030000000001,34,2025-04-05
16,0.7500000000000001,4581.125000000001,34,2025-04-05
17,0.8,5110.46,34,2025-04-05
18,0.8500000000000001,5767.780000000005,34,2025-04-05
19,0.9000000000000001,6675.31,34,2025-04-05
20,0.9500000000000001,8281.715000000002,34,2025-04-05
21,0.975,9954.37249999999,34,2025-04-05
22,0.99,12345.854999999992,34,2025-04-05
