,quantiles,value,horizon,target_end_date
0,0.01,4513.567416756238,31,2025-03-15
1,0.025,5122.425,31,2025-03-15
2,0.05,5826.145,31,2025-03-15
3,0.1,6467.07,31,2025-03-15
4,0.15000000000000002,7182.577275340346,31,2025-03-15
5,0.2,7684.900000000001,31,2025-03-15
6,0.25,8121.15,31,2025-03-15
7,0.3,8754.79,31,2025-03-15
8,0.35000000000000003,9293.52,31,2025-03-15
9,0.4,9744.380000000001,31,2025-03-15
10,0.45,10278.28,31,2025-03-15
11,0.5,10736.95,31,2025-03-15
12,0.55,11323.268263314993,31,2025-03-15
13,0.6000000000000001,11987.340000000002,31,2025-03-15
14,0.6500000000000001,12822.960000000001,31,2025-03-15
15,0.7000000000000001,13721.87,31,2025-03-15
16,0.7500000000000001,14520.275000000003,31,2025-03-15
17,0.8,15610.940000000006,31,2025-03-15
18,0.8500000000000001,16610.574999999997,31,2025-03-15
19,0.9000000000000001,17842.850000000006,31,2025-03-15
20,0.9500000000000001,19739.665000000005,31,2025-03-15
21,0.975,21752.765000000003,31,2025-03-15
22,0.99,23709.23499999996,31,2025-03-15
0,0.01,1918.9483567478794,32,2025-03-22
1,0.025,3320.4425,32,2025-03-22
2,0.05,3928.505,32,2025-03-22
3,0.1,4677.650000000001,32,2025-03-22
4,0.15000000000000002,5387.82,32,2025-03-22
5,0.2,5873.04,32,2025-03-22
6,0.25,6372.675,32,2025-03-22
7,0.3,6918.43,32,2025-03-22
8,0.35000000000000003,7230.710000000001,32,2025-03-22
9,0.4,7687.58,32,2025-03-22
10,0.45,8198.065,32,2025-03-22
11,0.5,8598.85,32,2025-03-22
12,0.55,9048.945,32,2025-03-22
13,0.6000000000000001,9686.360000000002,32,2025-03-22
14,0.6500000000000001,10205.480000000001,32,2025-03-22
15,0.7000000000000001,10804.5,32,2025-03-22
16,0.7500000000000001,11493.600000000004,32,2025-03-22
17,0.8,12249.02,32,2025-03-22
18,0.8500000000000001,13181.745,32,2025-03-22
19,0.9000000000000001,14302.599999999999,32,2025-03-22
20,0.9500000000000001,15944.710000000003,32,2025-03-22
21,0.975,17681.805000000004,32,2025-03-22
22,0.99,19475.071,32,2025-03-22
0,0.01,736.903351309813,33,2025-03-29
1,0.025,1856.0212782628907,33,2025-03-29
2,0.05,2660.465,33,2025-03-29
3,0.1,3266.65,33,2025-03-29
4,0.15000000000000002,3819.8,33,2025-03-29
5,0.2,4292.84,33,2025-03-29
6,0.25,4711.45,33,2025-03-29
7,0.3,5115.63,33,2025-03-29
8,0.35000000000000003,5417.27,33,2025-03-29
9,0.4,5676.62,33,2025-03-29
10,0.45,6025.11,33,2025-03-29
11,0.5,6344.45,33,2025-03-29
12,0.55,6768.39,33,2025-03-29
13,0.6000000000000001,7103.240000000001,33,2025-03-29
14,0.6500000000000001,7413.255000000003,33,2025-03-29
15,0.7000000000000001,7730.630000000002,33,2025-03-29
16,0.7500000000000001,8225.0,33,2025-03-29
17,0.8,8748.88,33,2025-03-29
18,0.8500000000000001,9391.005000000001,33,2025-03-29
19,0.9000000000000001,10320.420000000006,33,2025-03-29
20,0.9500000000000001,11784.375000000004,33,2025-03-29
21,0.975,13328.61,33,2025-03-29
22,0.99,15094.158,33,2025-03-29
0,0.01,302.3261235310336,34,2025-04-05
1,0.025,802.082087987289,34,2025-04-05
2,0.05,1786.81,34,2025-04-05
3,0.1,2266.72,34,2025-04-05
4,0.15000000000000002,2602.825,34,2025-04-05
5,0.2,3028.04,34,2025-04-05
6,0.25,3346.65,34,2025-04-05
7,0.3,3674.2,34,2025-04-05
8,0.35000000000000003,3944.715,34,2025-04-05
9,0.4,4161.9400000000005,34,2025-04-05
10,0.45,4392.405,34,2025-04-05
11,0.5,4682.85,34,2025-04-05
12,0.55,4971.09,34,2025-04-05
13,0.6000000000000001,5243.1,34,2025-04-05
14,0.6500000000000001,5543.045000000002,34,2025-04-05
15,0.7000000000000001,5868.71,34,2025-04-05
16,0.7500000000000001,6192.025000000001,34,2025-04-05
17,0.8,6594.96,34,2025-04-05
18,0.8500000000000001,7121.065,34,2025-04-05
19,0.9000000000000001,7752.200000000002,34,2025-04-05
20,0.9500000000000001,8997.105000000001,34,2025-04-05
21,0.975,10428.500000000005,34,2025-04-05
22,0.99,11969.361999999996,34,2025-04-05
