k_perc,week,mae_adaptive_ensemble2,mae_original_ensemble2,mae_original_ensembleA,mae_original_ensembleB,mae_original_ensembleC,mae_original_ensembleD,mae_original_ensembleE,mae_original_ensembleF,mae_rel_original2,mae_rel_originalA,mae_rel_originalB,mae_rel_originalC,mae_rel_originalD,mae_rel_originalE,mae_rel_originalF
5,2023-11-04,0.25873021625694265,0.21692658575033077,0.23493280275893091,0.3758582012263389,0.282513458046587,0.30181118887988306,0.37381219673978455,0.2611114541676328,1.192708654690787,1.101294554096095,0.6883718791096362,0.9158155439599537,0.8572585304646009,0.6921395784125473,0.9908803774300862
5,2023-11-11,0.22328212527395888,0.21712829058935101,0.23389231795049126,0.3787064034532251,0.2811777008993005,0.30412385265952296,0.3726260257670606,0.2623275566393505,1.0283419294091274,0.9546364208559501,0.5895916288659665,0.7940961340811445,0.7341815622858455,0.5992123733556364,0.8511577210354935
5,2023-11-18,0.23305181952741688,0.21728587724588938,0.23185430828311773,0.38242597999945516,0.27831091345183867,0.30757321825109657,0.36971914019933844,0.2644562780890283,1.07255852281502,1.0051649298784513,0.6094037322666962,0.837379377750295,0.7577116787104594,0.6303482676113664,0.8812489580941648
5,2023-11-25,0.2520989215823642,0.21637174224988445,0.22655141337171408,0.38777108969857704,0.27191302572852755,0.31224242864700463,0.3628514009178289,0.2664142941530405,1.1651194326993908,1.1127669336970016,0.6501230449601754,0.9271307283162471,0.8073820161941102,0.6947718017477197,0.9462664996403949
5,2023-12-02,0.24800678803028733,0.21530725089399239,0.2188798107408515,0.3945737793741593,0.2601412021561588,0.31735975738528405,0.35159097369432474,0.26795258493368196,1.151873831468847,1.1330729279728842,0.6285435094639473,0.9533545089155566,0.781468923702257,0.7053844000156441,0.9255622150152752
5,2023-12-09,0.24944121898838884,0.2177285934111474,0.21337046244834526,0.40145984739811436,0.24895898619192783,0.32489830672795617,0.3389099743367287,0.2725680630262189,1.1456520941067072,1.1690522489671031,0.6213354102658897,1.0019369969481209,0.767751674363914,0.7360102619480684,0.9151520402608377
5,2023-12-16,0.265011107332293,0.2214569759252043,0.2103258359073525,0.40958208672494323,0.23547049752301105,0.3347054912188731,0.322119149729497,0.2781425328538051,1.1966708487060658,1.2600026344316022,0.6470280706154575,1.125453549892785,0.7917740051626311,0.8227114331912241,0.9527888619306775
5,2023-12-23,0.2893809213738824,0.23205562661621906,0.21502196804335166,0.41649306166049577,0.22472478473676266,0.34431627902888917,0.3090623234364762,0.2914117815625109,1.247032556777732,1.3458202620280122,0.6948037026599285,1.2877125311872315,0.8404508848377815,0.9363189862686737,0.9930309605955554
5,2023-12-30,0.36655490345975056,0.236774458502441,0.22268373200272312,0.4151057500395029,0.2309564895913423,0.34668758740185773,0.3053740722972153,0.30403728558654947,1.5481184321068635,1.646078499597214,0.8830398119632598,1.587116708035951,1.0573061072269194,1.2003471699555062,1.2056248389160296
5,2024-01-06,0.41767932871936303,0.22219524760369427,0.22343529044463353,0.4012975371359884,0.26189313414800625,0.3370068254596033,0.33239183074603895,0.30087723893020435,1.879785158431168,1.8693525444802663,1.0408220586158825,1.594846424967047,1.239379434377153,1.2565872265329145,1.3882051370999642
5,2024-01-13,0.4440947199984087,0.2166388313310522,0.24952135906407588,0.3947525549411801,0.28250774929464534,0.3322599915619089,0.35697480074998134,0.3034725239854604,2.0499312947260804,1.7797863944960612,1.1249951759389647,1.57197358694481,1.3365880072132068,1.2440506138399516,1.4633770272385043
5,2024-01-20,0.4353613316013124,0.23038627173191828,0.264978646314876,0.3979881590654887,0.28619646528281195,0.33693952392911025,0.3620911312935571,0.31727068873708664,1.8897017097785536,1.6430053427171993,1.0939052373406768,1.5211974444586505,1.2921052612780133,1.2023529271374316,1.372207856118988
