n_bootstrap,k_perc,week,wis_adaptive_ensemble2,wis_original_ensemble2,wis_rel_original2
5,75,2025-03-22,2009.2946557200657,2078.4290401121075,0.9667371928231369
5,75,2025-03-29,1578.883985209285,1660.1288689996225,0.9510610981427635
5,75,2025-04-05,1285.310033643863,1365.9714695424573,0.9409493992392005
5,75,2025-04-12,1107.9715510132746,1176.2167109846782,0.9419790933642903
5,75,2025-04-19,1010.8663701972458,1065.5835675882195,0.9486504868737631
5,75,2025-04-26,940.9519400024523,983.6438995396676,0.956598155534544
5,75,2025-05-03,862.382143064762,896.2612741309,0.962199492442658
5,75,2025-05-10,826.8646566274383,856.9633759859822,0.9648774729446125
5,75,2025-05-17,805.1956965138874,835.767011693419,0.9634212468884259
5,75,2025-05-24,826.3103599700236,860.6559731376012,0.9600936794264409
6,5,2024-11-30,7971.69607933096,8054.518623167836,0.9897172571432578
6,5,2024-12-07,8055.391178108931,8212.357972615127,0.9808865133461526
6,5,2024-12-14,8264.623694721971,8363.583880388243,0.9881677296382089
6,5,2024-12-21,9092.854852842427,8525.503582174097,1.066547537655676
6,5,2024-12-28,10074.381091202204,8734.763689644491,1.1533661870149845
6,5,2025-01-04,9244.542383264563,8930.263003157183,1.0351926231059791
6,5,2025-01-11,8626.397822453164,8838.394234677018,0.9760141484307074
6,5,2025-01-18,8753.568703294608,8917.99567090628,0.9815623404989876
6,5,2025-01-25,8714.997613145553,8895.166338553472,0.979745322509931
6,5,2025-02-01,8373.763245535034,8550.334550994303,0.9793491933670905
6,5,2025-02-08,7204.560323140685,7639.239330962013,0.9430991766340447
6,5,2025-02-15,5818.41311529503,6331.383962526472,0.9189796653831833
6,5,2025-02-22,4802.046385622037,5204.949045886153,0.9225923910662374
6,5,2025-03-01,3870.3975939381808,4251.471374291041,0.9103666126844365
6,5,2025-03-08,3075.7621667569692,3390.046292651581,0.90729208430697
6,5,2025-03-15,2360.7753510399484,2668.853342167616,0.8845654100732827
6,5,2025-03-22,1766.8729977698683,2103.272644567502,0.8400589444899057
6,5,2025-03-29,1344.4431762304127,1674.7966202064322,0.8027501130642951
6,5,2025-04-05,1092.8961651950171,1372.8778073979756,0.796062227319699
6,5,2025-04-12,968.5439412193771,1180.0156433674351,0.8207890689104961
6,5,2025-04-19,911.0569987403906,1066.5645425232685,0.8541977183912568
6,5,2025-04-26,871.0044472810529,982.6319850069754,0.886399446151623
6,5,2025-05-03,813.3953707789951,894.6726115591324,0.9091542093386578
6,5,2025-05-10,787.3771670700479,855.668758248487,0.9201892198118478
6,5,2025-05-17,776.2203096860463,834.9589254792028,0.9296508917975277
6,5,2025-05-24,803.1579360423104,860.6560801847086,0.9331926591048328
6,15,2024-11-30,7487.926245374204,8054.518623167836,0.9296553395302981
6,15,2024-12-07,7887.831221598671,8212.357972615127,0.9604831216444021
6,15,2024-12-14,8378.69995569098,8363.583880388243,1.0018073681712192
6,15,2024-12-21,8827.043899997578,8525.503582174097,1.0353692089759916
6,15,2024-12-28,9548.000785229236,8734.763689644491,1.0931035027941145
6,15,2025-01-04,9462.168978583459,8930.263003157183,1.0595621848133954
6,15,2025-01-11,9064.117129757582,8838.394234677018,1.0255389032314208
6,15,2025-01-18,9219.15068909536,8917.99567090628,1.0337693613343586
6,15,2025-01-25,9264.281437456224,8895.166338553472,1.0414961435069439
6,15,2025-02-01,8875.508728844823,8550.334550994303,1.03803057949501
6,15,2025-02-08,7660.615673518785,7639.239330962013,1.0027982291993567
6,15,2025-02-15,6153.141881650688,6331.383962526472,0.9718478484434455
6,15,2025-02-22,4998.778360597682,5204.949045886153,0.9603894901811916
6,15,2025-03-01,4138.634944833992,4251.471374291041,0.9734594403858913
6,15,2025-03-08,3281.8613359584165,3390.046292651581,0.9680874692101783
6,15,2025-03-15,2479.980431339158,2668.853342167616,0.9292306895083798
