n_bootstrap,k_perc,week,mae_adaptive_ensemble2,mae_original_ensemble2,mae_rel_original2
2,50,2025-02-15,0.7081465387957226,0.7233388808009704,0.9789969232838349
2,50,2025-02-22,0.7119982945232058,0.7259067442744388,0.980839894571947
2,50,2025-03-01,0.7137863022233618,0.7319670580890658,0.9751617840382487
2,50,2025-03-08,0.7084493465431713,0.7335953736456267,0.9657222114454029
2,50,2025-03-15,0.702863377548095,0.7356079439256048,0.9554863883024877
2,50,2025-03-22,0.7035868958120708,0.7383413180318026,0.9529290568319044
2,50,2025-03-29,0.7061680323057435,0.7398949521510152,0.9544166104293305
2,50,2025-04-05,0.7156124145173642,0.7427235121727506,0.9634977253162809
2,50,2025-04-12,0.7310330191454967,0.7449615197612712,0.9813030602973453
2,50,2025-04-19,0.7464183779888203,0.7517074024581599,0.9929639851196835
2,50,2025-04-26,0.7573919572524244,0.7587792088283868,0.9981717322248399
2,50,2025-05-03,0.7613257070952915,0.7605160988444858,1.001064551101595
2,50,2025-05-10,0.7747971516085711,0.770859735875058,1.005107823836516
2,50,2025-05-17,0.7942192629359753,0.7885703050130033,1.0071635438046058
2,50,2025-05-24,0.825600699776575,0.8254458845955117,1.000187553398657
2,75,2024-11-30,0.610316753793509,0.6402830547857115,0.9531983538089549
2,75,2024-12-07,0.6114036157073762,0.6354035516508958,0.9622288294090215
2,75,2024-12-14,0.6114131531094419,0.6324517579627322,0.9667348464315122
2,75,2024-12-21,0.6185092988565734,0.6335429506434432,0.976270508934554
2,75,2024-12-28,0.6364755912360088,0.6502552809297042,0.9788088000239017
2,75,2025-01-04,0.6468546398143231,0.6716371517653572,0.9631013384445831
2,75,2025-01-11,0.6573126262127788,0.6866383621542841,0.9572908570830536
2,75,2025-01-18,0.6775981199323015,0.7043961100172753,0.9619560788257098
2,75,2025-01-25,0.6988834127463035,0.7208121075030731,0.9695777935352229
2,75,2025-02-01,0.709252546540614,0.731327851588669,0.9698147622846571
2,75,2025-02-08,0.7103839626892703,0.7274224820122341,0.9765768590546844
2,75,2025-02-15,0.7086854200919513,0.7233388808009704,0.9797419147539906
2,75,2025-02-22,0.712112429581282,0.7259067442744388,0.98099712559229
2,75,2025-03-01,0.7151013158402432,0.7319670580890658,0.9769583315773066
2,75,2025-03-08,0.7134892677035195,0.7335953736456267,0.9725923763093145
2,75,2025-03-15,0.7119845347584534,0.7356079439256048,0.9678858699634427
2,75,2025-03-22,0.7138398530697923,0.7383413180318026,0.96681553048213
2,75,2025-03-29,0.7151653660664326,0.7398949521510152,0.9665768957975872
2,75,2025-04-05,0.7216285487179408,0.7427235121727506,0.9715978246156515
2,75,2025-04-12,0.7272751938913441,0.7449615197612712,0.976258739007627
2,75,2025-04-19,0.7401958163961547,0.7517074024581599,0.9846860812806137
2,75,2025-04-26,0.750781832110376,0.7587792088283868,0.9894602057819173
2,75,2025-05-03,0.7545299936874496,0.7605160988444858,0.9921288909384938
2,75,2025-05-10,0.7656686810787758,0.770859735875058,0.9932658892990572
2,75,2025-05-17,0.7847500628957488,0.7885703050130033,0.99515548316622
2,75,2025-05-24,0.8201745250722561,0.8254458845955117,0.9936139247628102
3,5,2024-11-30,0.583348833526337,0.6419561795391667,0.9087050676030545
3,5,2024-12-07,0.5881735556841544,0.6372900985917587,0.9229290663449209
3,5,2024-12-14,0.5938979516270714,0.634417513461212,0.9361310793375222
3,5,2024-12-21,0.6152479453845151,0.6352507526027817,0.9685119503813099
3,5,2024-12-28,0.6389381468917623,0.6515545793811284,0.9806364149856032
3,5,2025-01-04,0.5899071554481558,0.6733287985351051,0.8761056362531329
3,5,2025-01-11,0.5766382525095027,0.6881839686010983,0.8379129401715948
3,5,2025-01-18,0.6051327724817785,0.7056403718367663,0.8575654067335055
3,5,2025-01-25,0.622456691312263,0.7213356295609596,0.8629224258492829
3,5,2025-02-01,0.6482491232995531,0.7317280162067694,0.8859154070115212
3,5,2025-02-08,0.6701111695704733,0.7276598563324814,0.9209126540907968
3,5,2025-02-15,0.6788658101796644,0.7226628746839632,0.9393948879365746
3,5,2025-02-22,0.694195119577631,0.7250918054950972,0.9573892772152214
3,5,2025-03-01,0.7091958816015834,0.7303574219329648,0.9710257749207569
3,5,2025-03-08,0.715435106854439,0.731082031412148,0.9785975801819591
3,5,2025-03-15,0.7116976905062399,0.7318201186631652,0.9725035870922988
3,5,2025-03-22,0.7210158107333181,0.7333830346121584,0.9831367466996553
3,5,2025-03-29,0.7302820740578023,0.7340253718520693,0.9949003155233967
3,5,2025-04-05,0.727978643179367,0.7354453086078904,0.9898474225871984
3,5,2025-04-12,0.7333988410451834,0.7364683098797766,0.9958321779859145
3,5,2025-04-19,0.7394621919285869,0.7424745641991816,0.9959427939813079
3,5,2025-04-26,0.7441556278340752,0.7493209286773562,0.9931066908108407
3,5,2025-05-03,0.73742962523574,0.750585894796934,0.9824720000037391
3,5,2025-05-10,0.7453759355372003,0.7593194184086924,0.9816368677878493
3,5,2025-05-17,0.7650683572604613,0.7756534113084563,0.9863533713722228
3,5,2025-05-24,0.8094754199156313,0.8124585007502407,0.9963283283615658
3,15,2024-11-30,0.5742499781680446,0.6419561795391667,0.8945314282670733
3,15,2024-12-07,0.5791034166930701,0.6372900985917587,0.9086967112351727
3,15,2024-12-14,0.5850273520364313,0.634417513461212,0.9221488052003464
3,15,2024-12-21,0.6013709310823423,0.6352507526027817,0.946667010811675
3,15,2024-12-28,0.6231585917429782,0.6515545793811284,0.9564180982886779
3,15,2025-01-04,0.6106414446405466,0.6733287985351051,0.9068993424446702
3,15,2025-01-11,0.6059642392094209,0.6881839686010983,0.8805265261281673
3,15,2025-01-18,0.6265709958714945,0.7056403718367663,0.887946638087818
3,15,2025-01-25,0.6473069275881391,0.7213356295609596,0.8973727361590637
3,15,2025-02-01,0.669509756604111,0.7317280162067694,0.914970783918875
3,15,2025-02-08,0.6891341439400872,0.7276598563324814,0.9470553280394362
3,15,2025-02-15,0.6909186071643284,0.7226628746839632,0.9560732000609312
3,15,2025-02-22,0.6977799203696055,0.7250918054950972,0.9623332039908477
3,15,2025-03-01,0.70215027951892,0.7303574219329648,0.9613789884692459
3,15,2025-03-08,0.7031221679848714,0.731082031412148,0.9617555045454068
3,15,2025-03-15,0.695081073881403,0.7318201186631652,0.9497977114254875
3,15,2025-03-22,0.7052379419389967,0.7333830346121584,0.961622929158641
3,15,2025-03-29,0.70669287640413,0.7340253718520693,0.9627635549177616
3,15,2025-04-05,0.7170734634626863,0.7354453086078904,0.975019427100596
3,15,2025-04-12,0.7252039351763556,0.7364683098797766,0.9847048752100959
3,15,2025-04-19,0.7378602157639416,0.7424745641991816,0.9937851764117779
3,15,2025-04-26,0.7464908851837793,0.7493209286773562,0.9962231890432149
3,15,2025-05-03,0.7533424639951443,0.750585894796934,1.0036725566218587
3,15,2025-05-10,0.7628243636376376,0.7593194184086924,1.0046159035894149
3,15,2025-05-17,0.7783189910358761,0.7756534113084563,1.0034365603097435
3,15,2025-05-24,0.8169761934802782,0.8124585007502407,1.00556052121538
3,25,2024-11-30,0.5773105719279139,0.6419561795391667,0.8992990336853535
3,25,2024-12-07,0.5853287722687752,0.6372900985917587,0.9184651912248376
3,25,2024-12-14,0.5855078123260641,0.634417513461212,0.9229061302732491
3,25,2024-12-21,0.6003395402045626,0.6352507526027817,0.9450434143443684
3,25,2024-12-28,0.6190057851840135,0.6515545793811284,0.9500444088229247
3,25,2025-01-04,0.6140083625567021,0.6733287985351051,0.9118997492644595
3,25,2025-01-11,0.6206432466807824,0.6881839686010983,0.90185658922336
3,25,2025-01-18,0.6450191022840611,0.7056403718367663,0.9140904177649171
3,25,2025-01-25,0.6635668104158495,0.7213356295609596,0.9199140916132604
3,25,2025-02-01,0.6821721022979452,0.7317280162067694,0.9322755001705157
3,25,2025-02-08,0.6959523352708294,0.7276598563324814,0.9564253534316668
3,25,2025-02-15,0.7013201319365179,0.7226628746839632,0.9704665294217875
3,25,2025-02-22,0.7019448380693876,0.7250918054950972,0.9680771907084169
3,25,2025-03-01,0.7035269960213861,0.7303574219329648,0.9632639785591974
3,25,2025-03-08,0.6987069338272001,0.731082031412148,0.9557161902578666
3,25,2025-03-15,0.6898540504844578,0.7318201186631652,0.942655213885937
3,25,2025-03-22,0.6908212098423152,0.7333830346121584,0.9419650813270428
3,25,2025-03-29,0.6960566126496436,0.7340253718520693,0.9482732332444802
3,25,2025-04-05,0.7001866992368467,0.7354453086078904,0.9520581490447142
3,25,2025-04-12,0.7141251773299572,0.7364683098797766,0.9696617868683761
3,25,2025-04-19,0.7288382291712736,0.7424745641991816,0.9816339364532766
3,25,2025-04-26,0.7395574450342955,0.7493209286773562,0.9869702242798765
3,25,2025-05-03,0.743423387533168,0.750585894796934,0.9904574448928275
3,25,2025-05-10,0.7551734525308956,0.7593194184086924,0.9945398922017752
3,25,2025-05-17,0.7729357392982545,0.7756534113084563,0.9964962804642123
3,25,2025-05-24,0.8053361302964709,0.8124585007502407,0.9912335578405631
3,50,2024-11-30,0.590204655082024,0.6419561795391667,0.9193846463254035
3,50,2024-12-07,0.5932507512479795,0.6372900985917587,0.930895917822834
3,50,2024-12-14,0.5949888822492753,0.634417513461212,0.937850657689406
3,50,2024-12-21,0.602580142774812,0.6352507526027817,0.9485705295206498
3,50,2024-12-28,0.6181436299596498,0.6515545793811284,0.9487211808821702
3,50,2025-01-04,0.6259516644872245,0.6733287985351051,0.9296374458497033
3,50,2025-01-11,0.6350993548247007,0.6881839686010983,0.9228627573462587
3,50,2025-01-18,0.6612909052999351,0.7056403718367663,0.9371500436952175
3,50,2025-01-25,0.6833119595060331,0.7213356295609596,0.9472871316808936
3,50,2025-02-01,0.6988270422324655,0.7317280162067694,0.955036607529584
3,50,2025-02-08,0.7062173691805499,0.7276598563324814,0.9705322659133555
3,50,2025-02-15,0.7061876925290291,0.7226628746839632,0.9772021190902618
3,50,2025-02-22,0.7098716961576839,0.7250918054950972,0.9790094037443701
3,50,2025-03-01,0.7095230234526435,0.7303574219329648,0.9714736951324723
3,50,2025-03-08,0.7034467837127527,0.731082031412148,0.9621995254814081
3,50,2025-03-15,0.696821063487854,0.7318201186631652,0.9521753306820194
3,50,2025-03-22,0.6965052214094132,0.7333830346121584,0.9497154809120344
3,50,2025-03-29,0.6997019902218863,0.7340253718520693,0.9532395160352846
3,50,2025-04-05,0.7064348149359995,0.7354453086078904,0.9605538395141792
3,50,2025-04-12,0.7212743230430125,0.7364683098797766,0.9793691233785139
3,50,2025-04-19,0.7360601479174319,0.7424745641991816,0.9913607595585875
3,50,2025-04-26,0.7470861286862598,0.7493209286773562,0.9970175662982734
3,50,2025-05-03,0.7523145929010808,0.750585894796934,1.0023031316150892
3,50,2025-05-10,0.7647231572540921,0.7593194184086924,1.0071165555817396
3,50,2025-05-17,0.783109400310256,0.7756534113084563,1.009612526539685
