horizon,k_perc,round,mae_adaptive,mae_baseline,mae_flusight,mae_adaptive_baseline,mae_adaptive_flusight
0,5,6,0.024706127346398165,0.07635467980295567,0.025384984964139917,0.32357057105282755,0.9732575134986001
0,5,7,0.07339046207533452,0.2157394843962008,0.13727389787374616,0.34018094685233674,0.534627946114223
0,5,8,0.08239312624081921,0.2217391304347826,0.06384846104103802,0.3715768438311455,1.2904481157010468
0,5,9,0.11918223091217625,0.1828774062816616,0.12234042553191489,0.651705606151346,0.9741851918038755
0,5,10,0.20805816422401835,0.2560296846011132,0.19567346938775515,0.8126329747590281,1.0632926623880785
0,5,11,0.1949915254237288,0.19257744009351258,0.09731502045587367,1.012535660091047,2.003714580855947
0,5,12,0.14276678169361395,0.17641509433962263,0.053395569495263695,0.8092662491723572,2.673757074662865
0,5,13,0.14422529019815358,0.2510431154381085,0.16370348318893146,0.5745040645566339,0.8810154029019777
0,5,14,0.04690256999104806,0.18584563945388688,0.07216494845360824,0.2523737986474835,0.6499356127330946
0,5,15,0.019562281533055847,0.2672466113696136,0.19250354036010522,0.0731993623148335,0.10162037278099831
0,5,16,0.13600916011555098,0.3416809832165984,0.23807321263380468,0.3980589110788529,0.5712913208961278
0,5,17,0.0626680272402113,0.27779362815026154,0.16182249167855448,0.225592025481281,0.3872640112642412
0,5,18,0.2771538581345127,0.10682226211849193,0.2501010953977385,2.5945327559819087,1.1081673100781582
0,5,19,0.41066426596064026,0.27028971290301484,0.27473389613886406,1.5193484855562909,1.4947710192741208
0,5,20,0.34266016256364834,0.21709241465510506,0.07818722031519797,1.5784068877212172,4.382559722449199
0,5,21,0.11325518162618547,0.018798200514138816,0.1315586919063095,6.024788465310927,0.8608719042816342
0,5,22,0.24461974207290793,0.08244234337722012,,2.967161437340942,
0,5,23,0.25157423701308096,0.021782537665638046,0.1116830186966781,11.549353930875526,2.25257375694989
0,5,24,0.07730418745939388,0.02869880189467818,0.0875619856990356,2.6936381436093657,0.8828510093992227
0,5,25,0.02100671816252996,0.019705375932657355,0.0657762578917161,1.0660399595683894,0.31936627038151344
0,5,26,0.13804238533788366,0.06,0.16669533333333328,2.300706422298061,0.8281118767844953
0,5,27,0.03528168087787069,0.1385932184790958,0.017292933172391115,0.25457003787809623,2.040236929510568
0,5,28,0.09121433242766581,0.25288937809576223,0.11425134390894545,0.36068866598709204,0.7983655098215792
0,5,29,0.033067781689429844,0.23126374555912704,0.07607887570672799,0.14298731350857338,0.43465129291474947
0,5,30,0.22737952249770435,0.08705234159779614,0.07309458218549128,2.611986286919832,3.1107575376884427
0,5,31,0.2179070468497936,0.09048677034942436,0.04136128411193608,2.408164707485107,5.268382051680784
0,15,6,0.028921153904913708,0.07635467980295567,0.025384984964139917,0.378773822109515,1.1393015968206859
0,15,7,0.10890267007372449,0.2157394843962008,0.13727389787374616,0.5047878480775784,0.7933239440311127
0,15,8,0.1091375823502217,0.2217391304347826,0.06384846104103802,0.49218909687354884,1.7093220505357916
0,15,9,0.17436804456715638,0.1828774062816616,0.12234042553191489,0.9534695844198523,1.4252692338532782
0,15,10,0.26910312415219295,0.2560296846011132,0.19567346938775515,1.0510622023045797,1.3752662790422874
0,15,11,0.2753778619943016,0.19257744009351258,0.09731502045587367,1.4299590952116843,2.8297570169978883
0,15,12,0.21465182317206113,0.17641509433962263,0.053395569495263695,1.2167429548790631,4.020030598064905
0,15,13,0.20847443070467417,0.2510431154381085,0.16370348318893146,0.8304327738319154,1.2734880568428235
0,15,14,0.08344948171157444,0.18584563945388688,0.07216494845360824,0.44902577190830684,1.1563713894318175
0,15,15,0.07407243862033347,0.2672466113696136,0.19250354036010522,0.2771688600305135,0.3847848121742096
0,15,16,0.19006348812706492,0.3416809832165984,0.23807321263380468,0.5562600714204217,0.798340502169026
0,15,17,0.17751141226818823,0.27779362815026154,0.16182249167855448,0.6390046217048952,1.09695142144269
0,15,18,0.14299754490961045,0.10682226211849193,0.2501010953977385,1.3386492859605548,0.5717589708361728
0,15,19,0.34712336888810014,0.27028971290301484,0.27473389613886406,1.284264077829165,1.2634894119968614
0,15,20,0.37216623701273355,0.21709241465510506,0.07818722031519797,1.7143216984526817,4.759936924633093
0,15,21,0.22972188439488608,0.018798200514138816,0.1315586919063095,12.220418875844198,1.7461551271616795
0,15,22,0.31322171199453913,0.08244234337722012,,3.7992820092628072,
0,15,23,0.2253310037127628,0.021782537665638046,0.1116830186966781,10.344570828780085,2.0175941368915113
0,15,24,0.07671058985565879,0.02869880189467818,0.0875619856990356,2.67295443681514,0.8760718392034327
0,15,25,0.006596886609333765,0.019705375932657355,0.0657762578917161,0.3347759835629863,0.10029282328882046
0,15,26,0.14666791012338978,0.06,0.16669533333333328,2.444465168723163,0.8798561254867553
0,15,27,0.02280831338269169,0.1385932184790958,0.017292933172391115,0.16457019782776672,1.3189383868727433
0,15,28,0.09121433242766581,0.25288937809576223,0.11425134390894545,0.36068866598709204,0.7983655098215792
0,15,29,0.01003484050891226,0.23126374555912704,0.07607887570672799,0.04339132571190956,0.1319004837505089
0,15,30,0.2400741046831955,0.08705234159779614,0.07309458218549128,2.75781329113924,3.284430904522612
0,15,31,0.35242536578438705,0.09048677034942436,0.04136128411193608,3.894772290175224,8.520658227888138
0,25,6,0.049818193176582794,0.07635467980295567,0.025384984964139917,0.6524576267642779,1.962506310204967
0,25,7,0.07050453604051377,0.2157394843962008,0.13727389787374616,0.32680404441420535,0.5136048231496882
0,25,8,0.11066797611153098,0.2217391304347826,0.06384846104103802,0.4990908726598456,1.7332912071349715
0,25,9,0.1889303008859904,0.1828774062816616,0.12234042553191489,1.033098099581565,1.5442998507202692
0,25,10,0.28950948329142484,0.2560296846011132,0.19567346938775515,1.1307653006817244,1.479554096921132
0,25,11,0.30913208649912327,0.19257744009351258,0.09731502045587367,1.6052352048558418,3.1766122542130635
0,25,12,0.241279257905316,0.17641509433962263,0.053395569495263695,1.3676792159338769,4.518713072752563
0,25,13,0.21830129839199336,0.2510431154381085,0.16370348318893146,0.8695769171404057,1.3335165149787933
0,25,14,0.13220757350337906,0.18584563945388688,0.07216494845360824,0.7113837800654085,1.8320192328325384
0,25,15,0.13142341477989627,0.2672466113696136,0.19250354036010522,0.49176831132250365,0.6827064818343086
0,25,16,0.2521365101094027,0.3416809832165984,0.23807321263380468,0.7379295965955714,1.0590713139038856
0,25,17,0.27148074179743215,0.27779362815026154,0.16182249167855448,0.9772749058541592,1.6776452950477596
0,25,18,0.0023883197803358097,0.10682226211849193,0.2501010953977385,0.022357884330202454,0.00954941751269677
0,25,19,0.2706180105944674,0.27028971290301484,0.27473389613886406,1.001214614081781,0.9850186467624064
0,25,20,0.3507642726546274,0.21709241465510506,0.07818722031519797,1.6157371191982315,4.486209782629222
0,25,21,0.23842323696603063,0.018798200514138816,0.1315586919063095,12.683301084415168,1.8122955884649985
0,25,22,0.28273710346732356,0.08244234337722012,,3.429513183215113,
0,25,23,0.20113336976146975,0.021782537665638046,0.1116830186966781,9.233697783466141,1.8009306348329592
0,25,24,0.07161310341222721,0.02869880189467818,0.0875619856990356,2.495334253849354,0.81785609177906
0,25,25,0.04214075951788796,0.019705375932657355,0.0657762578917161,2.1385412621359263,0.6406682421377942
0,25,26,0.19216429575073526,0.06,0.16669533333333328,3.2027382625122547,1.1527874950552626
0,25,27,0.052331833644244444,0.1385932184790958,0.017292933172391115,0.3775930324623908,3.026197645162614
0,25,28,0.055568463278473486,0.25288937809576223,0.11425134390894545,0.21973427154948058,0.4863703250857138
0,25,29,0.0012197132431588354,0.23126374555912704,0.07607887570672799,0.005274122150923099,0.016032219611927977
0,25,30,0.23911608953442431,0.08705234159779614,0.07309458218549128,2.746808243702406,3.2713243907410563
0,25,31,0.3508610381741062,0.09048677034942436,0.04136128411193608,3.8774843749999994,8.482837167834797
0,50,6,0.06510442716008749,0.07635467980295567,0.025384984964139917,0.8526579815159845,2.5646825181128614
0,50,7,0.03114845529324245,0.2157394843962008,0.13727389787374616,0.14437994686238798,0.22690734200532697
0,50,8,0.052510253924688666,0.2217391304347826,0.06384846104103802,0.23681094907212535,0.8224200406480929
0,50,9,0.14670339155888792,0.1828774062816616,0.12234042553191489,0.802195276834473,1.1991407657856927
0,50,10,0.2345115027829313,0.2560296846011132,0.19567346938775515,0.9159543478260868,1.1984839003299574
0,50,11,0.25037624196376385,0.19257744009351258,0.09731502045587367,1.3001327769347493,2.5728427203824507
0,50,12,0.2654094843996451,0.17641509433962263,0.053395569495263695,1.5044601789498602,4.970627467943525
0,50,13,0.32330633884873783,0.2510431154381085,0.16370348318893146,1.2878518428379087,1.9749508840664525
0,50,14,0.30765057187006756,0.18584563945388688,0.07216494845360824,1.6554091490879648,4.263157924485222
0,50,15,0.3278510144290496,0.2672466113696136,0.19250354036010522,1.2267733265123333,1.7030908305154167
0,50,16,0.41802431610942253,0.3416809832165984,0.23807321263380468,1.2234345387739316,1.7558645573133502
0,50,17,0.44067332382310986,0.27779362815026154,0.16182249167855448,1.5863334474495037,2.723189584167737
0,50,18,0.23307759069433945,0.10682226211849193,0.2501010953977385,2.181919630533564,0.9319335060235286
0,50,19,0.058235342400231205,0.27028971290301484,0.27473389613886406,0.21545526751559047,0.21196999430604002
