state,k_perc,week,wis_adaptive_ensemble2,wis_original_ensemble2
40,15,2024-02-17,42.12901770888987,48.470759262674555
40,15,2024-02-24,37.95943582683734,39.101814304732585
40,15,2024-03-02,33.07870391324492,36.79915399376808
40,15,2024-03-09,28.807068460185473,33.60377494461623
40,15,2024-03-16,25.723289051855613,29.38150745257537
40,15,2024-03-23,22.88385550216595,26.01384547959484
40,15,2024-03-30,21.79995862689377,23.78490398507941
40,15,2024-04-06,19.038380208762298,20.899032028916274
40,15,2024-04-13,15.988943214753064,18.605993291678292
40,15,2024-04-20,14.506230737283873,17.41101325935465
40,25,2023-11-04,60.89979830731487,58.98599863507822
40,25,2023-11-11,53.19453816465934,60.67893112865058
40,25,2023-11-18,61.8784601022841,62.345691102773394
40,25,2023-11-25,59.52031073132039,63.818289761036475
40,25,2023-12-02,56.60431144890919,64.89618310207459
40,25,2023-12-09,56.42503971088894,65.90875778160655
40,25,2023-12-16,55.59419684019265,66.37549255309439
40,25,2023-12-23,55.940569962537566,66.62599921554941
40,25,2023-12-30,55.344111689903016,67.07946339150921
40,25,2024-01-06,56.571960491049026,67.71233470384941
40,25,2024-01-13,59.08918615860241,68.67400240453568
40,25,2024-01-20,60.967728700171804,69.44523725520243
