state,k_perc,week,mae_adaptive_ensemble2,mae_original_ensemble2
54,15,2024-04-13,0.68535313632088,0.8741414056240574
54,15,2024-04-20,0.49367230224454095,0.8875119574655195
54,25,2023-11-04,0.7645017048623444,0.870229045139716
54,25,2023-11-11,0.7621220352979569,0.8605775951919389
54,25,2023-11-18,0.7765881078708686,0.854078650269948
54,25,2023-11-25,0.7634289420424542,0.8413225623219601
54,25,2023-12-02,0.7376236444404105,0.8289870120720383
54,25,2023-12-09,0.7200467368419847,0.8153666230931078
54,25,2023-12-16,0.7003545121418535,0.7979589186172429
54,25,2023-12-23,0.6734419742381396,0.7909308623658325
54,25,2023-12-30,0.6312638326859786,0.8136805158423663
54,25,2024-01-06,0.5814829910468738,0.8257413907879191
54,25,2024-01-13,0.5116735820680319,0.8340052336046315
54,25,2024-01-20,0.43781483848078784,0.8430152950894604
54,25,2024-01-27,0.4184404509989483,0.8518519255694904
54,25,2024-02-03,0.43490765092620415,0.8625885150323711
54,25,2024-02-10,0.47835374844569223,0.8745106250247064
54,25,2024-02-17,0.5294880524843104,0.8864457706331837
54,25,2024-02-24,0.5717855134862773,0.8913196580546092
54,25,2024-03-02,0.5920859312341518,0.8969986827099625
54,25,2024-03-09,0.6164737738006616,0.8964152900442114
54,25,2024-03-16,0.6317874420265244,0.8966643406462663
54,25,2024-03-23,0.646286584220194,0.9018191746106886
54,25,2024-03-30,0.6859386023040664,0.9062626821222834
54,25,2024-04-06,0.717883231327659,0.9056548911809061
54,25,2024-04-13,0.7293855461159192,0.8741414056240574
54,25,2024-04-20,0.5749729854110913,0.8875119574655195
54,50,2023-11-04,0.7120682997277226,0.870229045139716
54,50,2023-11-11,0.7238474636712711,0.8605775951919389
54,50,2023-11-18,0.7322025597876632,0.854078650269948
54,50,2023-11-25,0.730915741677903,0.8413225623219601
54,50,2023-12-02,0.7195547167853845,0.8289870120720383
54,50,2023-12-09,0.7043083644129657,0.8153666230931078
54,50,2023-12-16,0.6865808701665413,0.7979589186172429
54,50,2023-12-23,0.664099245334856,0.7909308623658325
54,50,2023-12-30,0.6479352879868534,0.8136805158423663
54,50,2024-01-06,0.6489491639923661,0.8257413907879191
54,50,2024-01-13,0.6278194050226755,0.8340052336046315
54,50,2024-01-20,0.5913713122396896,0.8430152950894604
54,50,2024-01-27,0.5943193168073694,0.8518519255694904
54,50,2024-02-03,0.6031610669532654,0.8625885150323711
54,50,2024-02-10,0.6223981863885572,0.8745106250247064
54,50,2024-02-17,0.6547471172702082,0.8864457706331837
54,50,2024-02-24,0.6759148920302768,0.8913196580546092
54,50,2024-03-02,0.6918483836471305,0.8969986827099625
54,50,2024-03-09,0.7084938468635572,0.8964152900442114
54,50,2024-03-16,0.7111706660945467,0.8966643406462663
54,50,2024-03-23,0.7193043066610558,0.9018191746106886
54,50,2024-03-30,0.7410860143193788,0.9062626821222834
54,50,2024-04-06,0.7569548552346927,0.9056548911809061
54,50,2024-04-13,0.7703037751742127,0.8741414056240574
54,50,2024-04-20,0.6238701576348723,0.8875119574655195
54,75,2023-11-04,0.7763251541563585,0.870229045139716
54,75,2023-11-11,0.7696882047510349,0.8605775951919389
54,75,2023-11-18,0.7722696757859229,0.854078650269948
54,75,2023-11-25,0.7699546458829309,0.8413225623219601
54,75,2023-12-02,0.7648100811398018,0.8289870120720383
54,75,2023-12-09,0.7581894278710033,0.8153666230931078
54,75,2023-12-16,0.740913938272928,0.7979589186172429
54,75,2023-12-23,0.7197012890468385,0.7909308623658325
54,75,2023-12-30,0.7050585591827742,0.8136805158423663
54,75,2024-01-06,0.7190660194179058,0.8257413907879191
54,75,2024-01-13,0.725843156216309,0.8340052336046315
54,75,2024-01-20,0.730339190924142,0.8430152950894604
54,75,2024-01-27,0.7406558629428355,0.8518519255694904
54,75,2024-02-03,0.7529549536277128,0.8625885150323711
54,75,2024-02-10,0.7677190904576158,0.8745106250247064
54,75,2024-02-17,0.78900806558915,0.8864457706331837
54,75,2024-02-24,0.8067058569182152,0.8913196580546092
