state,k_perc,week,wis_adaptive_ensemble2,wis_original_ensemble2
18,5,2023-11-04,118.19822514317248,102.9615623278583
18,5,2023-11-11,98.45918913149796,103.25642073580761
18,5,2023-11-18,90.79542935573778,102.64027196676871
18,5,2023-11-25,89.66381275282824,101.4437659211759
18,5,2023-12-02,76.92800860224975,99.51777430914719
18,5,2023-12-09,75.01560680783172,97.66516918493294
18,5,2023-12-16,75.01765813601814,95.62856874437954
18,5,2023-12-23,74.39239848200978,94.44048971957712
18,5,2023-12-30,70.02142386858714,94.35765762120658
18,5,2024-01-06,71.72440319715716,94.89555929626954
18,5,2024-01-13,71.63839356991089,95.32240682859009
18,5,2024-01-20,73.37852488465799,96.71523851007903
18,5,2024-01-27,73.59617122211743,99.17105317912117
18,5,2024-02-03,73.80576400270445,101.10914175640147
18,5,2024-02-10,76.41685796095116,100.85859098070425
18,5,2024-02-17,79.97838433381204,98.77993846022615
18,5,2024-02-24,83.28880780311286,95.85290480197813
18,5,2024-03-02,82.43256063174766,90.67738263846087
18,5,2024-03-09,80.55105970612921,84.07799681018386
18,5,2024-03-16,75.24594042075692,70.45993114261229
18,5,2024-03-23,59.57169203459953,60.09402022469107
18,5,2024-03-30,53.765676046007954,58.515872172626004
18,5,2024-04-06,60.00654757893323,51.44632990066728
18,5,2024-04-13,59.17291667134673,35.73734645651181
18,5,2024-04-20,44.59323321298323,21.9326922962374
18,15,2023-11-04,110.30303212770919,102.9615623278583
18,15,2023-11-11,100.73942483512228,103.25642073580761
18,15,2023-11-18,95.16816760499128,102.64027196676871
18,15,2023-11-25,96.69923592213576,101.4437659211759
18,15,2023-12-02,85.00433212771065,99.51777430914719
18,15,2023-12-09,84.89457306383498,97.66516918493294
18,15,2023-12-16,82.55648919073522,95.62856874437954
18,15,2023-12-23,79.7083229696921,94.44048971957712
18,15,2023-12-30,79.08284394998905,94.35765762120658
18,15,2024-01-06,79.69266364902332,94.89555929626954
18,15,2024-01-13,76.54173963255167,95.32240682859009
18,15,2024-01-20,77.87454629824765,96.71523851007903
18,15,2024-01-27,78.45450474231718,99.17105317912117
18,15,2024-02-03,77.34982221008185,101.10914175640147
18,15,2024-02-10,78.94548853831357,100.85859098070425
18,15,2024-02-17,80.38760868322507,98.77993846022615
18,15,2024-02-24,81.83257087718275,95.85290480197813
18,15,2024-03-02,83.42008809313381,90.67738263846087
18,15,2024-03-09,83.07641166832401,84.07799681018386
18,15,2024-03-16,80.63249300077136,70.45993114261229
18,15,2024-03-23,65.6016789355024,60.09402022469107
18,15,2024-03-30,58.741161932326825,58.515872172626004
18,15,2024-04-06,64.37024066766539,51.44632990066728
18,15,2024-04-13,63.142218672873256,35.73734645651181
18,15,2024-04-20,47.74857158495884,21.9326922962374
18,25,2023-11-04,98.71730648242284,102.9615623278583
18,25,2023-11-11,96.17847092316333,103.25642073580761
18,25,2023-11-18,95.77245312382739,102.64027196676871
18,25,2023-11-25,93.5537889004107,101.4437659211759
18,25,2023-12-02,91.59592601112467,99.51777430914719
18,25,2023-12-09,87.87766446065584,97.66516918493294
18,25,2023-12-16,85.10649973883329,95.62856874437954
18,25,2023-12-23,82.19800521675587,94.44048971957712
18,25,2023-12-30,80.95677510102327,94.35765762120658
18,25,2024-01-06,80.56959673846505,94.89555929626954
18,25,2024-01-13,77.13864562177922,95.32240682859009
18,25,2024-01-20,76.90249573318353,96.71523851007903
18,25,2024-01-27,78.49063067313935,99.17105317912117
18,25,2024-02-03,79.37511766588351,101.10914175640147
18,25,2024-02-10,80.74668440777992,100.85859098070425
18,25,2024-02-17,81.99602103416579,98.77993846022615
18,25,2024-02-24,83.88429163541151,95.85290480197813
18,25,2024-03-02,85.56421399920049,90.67738263846087
18,25,2024-03-09,85.06396225255557,84.07799681018386
18,25,2024-03-16,82.8058756684728,70.45993114261229
18,25,2024-03-23,70.32687342718812,60.09402022469107
18,25,2024-03-30,63.53685946194944,58.515872172626004
18,25,2024-04-06,69.73405445136335,51.44632990066728
18,25,2024-04-13,68.97625647308166,35.73734645651181
18,25,2024-04-20,52.31256522510679,21.9326922962374
18,50,2023-11-04,98.77850093509886,102.9615623278583
18,50,2023-11-11,100.3510661657441,103.25642073580761
18,50,2023-11-18,98.81791034265261,102.64027196676871
18,50,2023-11-25,99.42886906989975,101.4437659211759
18,50,2023-12-02,97.41639825334555,99.51777430914719
18,50,2023-12-09,94.53282168695269,97.66516918493294
18,50,2023-12-16,90.48650549191436,95.62856874437954
18,50,2023-12-23,86.88008957356999,94.44048971957712
18,50,2023-12-30,83.91170516042395,94.35765762120658
18,50,2024-01-06,82.80916648627323,94.89555929626954
18,50,2024-01-13,81.19038927084908,95.32240682859009
18,50,2024-01-20,80.61306185994142,96.71523851007903
18,50,2024-01-27,81.6323742709522,99.17105317912117
18,50,2024-02-03,84.25016964390154,101.10914175640147
18,50,2024-02-10,86.90345200977742,100.85859098070425
18,50,2024-02-17,88.4957011189353,98.77993846022615
18,50,2024-02-24,89.21804333240453,95.85290480197813
18,50,2024-03-02,89.73929696831908,90.67738263846087
18,50,2024-03-09,88.7127790581573,84.07799681018386
18,50,2024-03-16,85.94282956364418,70.45993114261229
18,50,2024-03-23,73.76292377305091,60.09402022469107
18,50,2024-03-30,65.87045821015823,58.515872172626004
18,50,2024-04-06,71.31594909892901,51.44632990066728
18,50,2024-04-13,70.62215842928501,35.73734645651181
18,50,2024-04-20,54.12359307336768,21.9326922962374
18,75,2023-11-04,100.16558989214516,102.9615623278583
18,75,2023-11-11,101.1729231912242,103.25642073580761
18,75,2023-11-18,100.2441343536192,102.64027196676871
18,75,2023-11-25,100.59764175942176,101.4437659211759
18,75,2023-12-02,98.70814697421044,99.51777430914719
18,75,2023-12-09,96.7242240958524,97.66516918493294
18,75,2023-12-16,93.75957453253494,95.62856874437954
18,75,2023-12-23,90.46220776342516,94.44048971957712
18,75,2023-12-30,88.44349932819917,94.35765762120658
18,75,2024-01-06,87.58607641106377,94.89555929626954
18,75,2024-01-13,87.63528307847398,95.32240682859009
18,75,2024-01-20,88.40216381202035,96.71523851007903
18,75,2024-01-27,90.65501925972725,99.17105317912117
18,75,2024-02-03,94.27561376117312,101.10914175640147
18,75,2024-02-10,98.00536703986621,100.85859098070425
18,75,2024-02-17,100.03826961142157,98.77993846022615
18,75,2024-02-24,100.27372600521657,95.85290480197813
18,75,2024-03-02,99.80062671357402,90.67738263846087
18,75,2024-03-09,97.25989008305496,84.07799681018386
18,75,2024-03-16,92.97298474731497,70.45993114261229
18,75,2024-03-23,79.77125831993422,60.09402022469107
18,75,2024-03-30,70.66341774760532,58.515872172626004
18,75,2024-04-06,75.04326357816015,51.44632990066728
18,75,2024-04-13,73.6886107576274,35.73734645651181
18,75,2024-04-20,57.21294131747027,21.9326922962374
20,5,2023-11-04,26.407451509292535,31.208281352967788
20,5,2023-11-11,22.822249634664455,32.03395268843583
